"Id adresu"|"Numer ksiegi"|"Typ praktyki"|"Id wspólnika"|"Nazwa zakladu leczniczego"|"Regon"|"Rodzaj adresu"|"Adres dokumentacji medycznej jak wezwanie?"|"Kod praktyki"|"Opis praktyki"|"Teryt"|"Teryt - opis"|"Ulica"|"Budynek"|"Lokal"|"Kod pocztowy"|"Poczta"|"Miejscowosc"
"3742175"|"000000068617"|"G"|"1327830"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka lekarska"|"0615011"|"Radzyń Podlaski - gmina miejska"|"Wisznicka"|"103"|"3"|"21-315"|""|"Radzyń Podlaski"
"3742179"|"000000068621"|"G"|"1327834"|""|""|"Adres udzielania świadczeń"|"NIE"|"99"|"97 (99) - indywidualna specjalistyczna praktyka lekarska w dziedzinie"|"0663011"|"Lublin - gmina miejska"|"Leszczyńskiego"|"6"|""|"20-069"|""|"Lublin"
"3742180"|"000000068621"|"G"|"1327835"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka lekarska"|"0663011"|"Lublin - gmina miejska"|"Leszczyńskiego"|"6"|""|"20-069"|""|"Lublin"
"3742201"|"000000068630"|"G"|"1327844"|""|""|"Adres udzielania świadczeń"|"NIE"|"99"|"97 (99) - indywidualna specjalistyczna praktyka lekarska w dziedzinie"|"0617011"|"Świdnik - gmina miejska"|"ul. Niepodległości"|"16"|"3"|"21-040"|""|"Świdnik"
"3742202"|"000000068630"|"G"|"1327845"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka lekarska"|"0617011"|"Świdnik - gmina miejska"|"ul. Niepodległości"|"16"|"3"|"21-040"|""|"Świdnik"
"3743216"|"000000069034"|"G"|"1328255"|""|""|"Adres udzielania świadczeń"|"NIE"|"99"|"97 (99) - indywidualna specjalistyczna praktyka lekarska w dziedzinie"|"0663011"|"Lublin - gmina miejska"|"Sawy Jana"|"4"|"02"|"20-632"|""|"Lublin"
"3743217"|"000000069034"|"G"|"1328256"|""|""|"Adres udzielania świadczeń"|"NIE"|"99"|"97 (99) - indywidualna specjalistyczna praktyka lekarska w dziedzinie"|"0663011"|"Lublin - gmina miejska"|"Sawy Jana"|"4"|"02"|"20-632"|""|"Lublin"
"3743218"|"000000069034"|"G"|"1328257"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka lekarska"|"0663011"|"Lublin - gmina miejska"|"Sawy Jana"|"4"|"02"|"20-632"|""|"Lublin"
"3743515"|"000000023139"|"G"|"1328375"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka lekarska"|"0607011"|"Kraśnik - gmina miejska"|"Al. Niepodległości"|"37"|""|"23-210"|""|"Kraśnik"
"3743516"|"000000023139"|"G"|"1328376"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka lekarska"|"0607011"|"Kraśnik - gmina miejska"|"Al. Niepodległości"|"37"|""|"23-210"|""|"Kraśnik"
"3743652"|"000000069193"|"G"|"1328420"|""|""|"Adres udzielania świadczeń"|"NIE"|"99"|"97 (99) - indywidualna specjalistyczna praktyka lekarska w dziedzinie"|"0663011"|"Lublin - gmina miejska"|"Konrada Wallenroda"|"4 c"|""|"20-607"|""|"Lublin"
"3743653"|"000000069193"|"G"|"1328421"|""|""|"Adres udzielania świadczeń"|"NIE"|"99"|"97 (99) - indywidualna specjalistyczna praktyka lekarska w dziedzinie"|"0663011"|"Lublin - gmina miejska"|"Konrada Wallenroda"|"4 c"|""|"20-607"|""|"Lublin"
"3743807"|"000000069248"|"G"|"1328476"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka lekarska"|"0663011"|"Lublin - gmina miejska"|"Szafirowa"|"2"|"24"|"20-570"|""|"Lublin"
"3743808"|"000000069248"|"G"|"1328477"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka lekarska"|"0663011"|"Lublin - gmina miejska"|"Szafirowa"|"2"|"24"|"20-570"|""|"Lublin"
"3743822"|"000000024954"|"G"|"1328487"|""|""|"Adres udzielania świadczeń"|"NIE"|"99"|"97 (99) - indywidualna specjalistyczna praktyka lekarska w dziedzinie"|"0608011"|"Lubartów - gmina miejska"|"ul. Lubelska"|"92a"|""|"21-100"|""|"Lubartów"
"3743823"|"000000024954"|"G"|"1328488"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka lekarska"|"0608011"|"Lubartów - gmina miejska"|"ul. Lubelska"|"92a"|""|"21-100"|""|"Lubartów"
"3744042"|"000000069352"|"G"|"1328583"|""|""|"Adres udzielania świadczeń"|"NIE"|"99"|"97 (99) - indywidualna specjalistyczna praktyka lekarska w dziedzinie"|"0663011"|"Lublin - gmina miejska"|"Przedwiośnie"|"2"|"2A"|"20-533"|""|"Lublin"
"3744043"|"000000069352"|"G"|"1328584"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka lekarska"|"0663011"|"Lublin - gmina miejska"|"Przedwiośnie"|"2"|"2A"|"20-533"|""|"Lublin"
"3744044"|"000000069353"|"G"|"1328585"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka lekarska"|"0620032"|"Komarów-Osada - gmina wiejska"|"Komarów Dolny"|"61"|""|"22-435"|""|"Komarów Dolny"
"3744045"|"000000069353"|"G"|"1328586"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka lekarska"|"0620032"|"Komarów-Osada - gmina wiejska"|"Komarów Dolny"|"61"|""|"22-435"|""|"Komarów Dolny"
"3744247"|"000000069424"|"G"|"1328658"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka lekarska"|"0663011"|"Lublin - gmina miejska"|"Droga Męczenników Majdanka"|"15"|""|"20-325"|""|"Lublin"
"3744248"|"000000069424"|"G"|"1328659"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka lekarska"|"0663011"|"Lublin - gmina miejska"|"Droga Męczenników Majdanka"|"15"|""|"20-325"|""|"Lublin"
"3744316"|"000000069445"|"G"|"1328680"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka lekarska"|"0664011"|"Zamość - gmina miejska"|"ul. Polna"|"10B"|""|"22-400"|""|"Zamość"
"3744317"|"000000069445"|"G"|"1328681"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka lekarska"|"0664011"|"Zamość - gmina miejska"|"ul. Polna"|"10B"|""|"22-400"|""|"Zamość"
"3744509"|"000000069517"|"G"|"1328753"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka lekarska"|"0614085"|"Nałęczów - obszar wiejski"|""|"106"|""|"24-150"|""|"Sadurki"
"3744510"|"000000069517"|"G"|"1328753"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka lekarska"|"0614084"|"Nałęczów - miasto"|"ul. Bolesława Prusa"|"11"|""|"24-140"|""|"Nałęczów"
"3744511"|"000000069517"|"G"|"1328754"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka lekarska"|"0614085"|"Nałęczów - obszar wiejski"|""|"107"|""|"24-150"|""|"Piotrowice"
"3744512"|"000000069517"|"G"|"1328754"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka lekarska"|"0614084"|"Nałęczów - miasto"|"ul. Bolesława Prusa"|"11"|""|"24-150"|""|"Nałęczów"
"3744869"|"000000069650"|"G"|"1328887"|""|""|"Adres udzielania świadczeń"|"NIE"|"99"|"97 (99) - indywidualna specjalistyczna praktyka lekarska w dziedzinie"|"0614011"|"Puławy - gmina miejska"|"Gościńczyk"|"7"|"4 B"|"24-100"|""|"Puławy"
"3744870"|"000000069650"|"G"|"1328888"|""|""|"Adres udzielania świadczeń"|"NIE"|"99"|"97 (99) - indywidualna specjalistyczna praktyka lekarska w dziedzinie"|"0614011"|"Puławy - gmina miejska"|"Gościńczyk"|"7"|"4 B"|"24-100"|""|"Puławy"
"3745322"|"000000069813"|"G"|"1329051"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka lekarska"|"0664011"|"Zamość - gmina miejska"|"ul. Jutrzenki"|"5"|""|"22-400"|""|"Zamość"
"3745323"|"000000069813"|"G"|"1329052"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka lekarska"|"0664011"|"Zamość - gmina miejska"|"ul. Jutrzenki"|"5"|""|"22-400"|""|"Zamość"
"3745324"|"000000069814"|"G"|"1329053"|""|""|"Adres udzielania świadczeń"|"NIE"|"97"|"97 - grupowa praktyka lekarska"|"0620142"|"Zamość - gmina wiejska"|"Jutrzenki"|"5"|""|"22-400"|""|"Zamość"
"3745412"|"000000069846"|"G"|"1329085"|""|""|"Adres udzielania świadczeń"|"NIE"|"99"|"97 (99) - indywidualna specjalistyczna praktyka lekarska w dziedzinie"|"0664011"|"Zamość - gmina miejska"|"ul. Młodzieżowa"|"6"|"20"|"22-400"|""|"Zamość"
"3745413"|"000000069846"|"G"|"1329086"|""|""|"Adres udzielania świadczeń"|"NIE"|"99"|"97 (99) - indywidualna specjalistyczna praktyka lekarska w dziedzinie"|"0664011"|"Zamość - gmina miejska"|"ul. Młodzieżowa"|"6"|"20"|"22-400"|""|"Zamość"
"3745509"|"000000069888"|"G"|"1329129"|""|""|"Adres udzielania świadczeń"|"NIE"|"99"|"97 (99) - indywidualna specjalistyczna praktyka lekarska w dziedzinie"|"0663011"|"Lublin - gmina miejska"|"Kawaleryjska"|"10"|"5"|"20-552"|""|"Lublin"
"3745510"|"000000069888"|"G"|"1329130"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka lekarska"|"0663011"|"Lublin - gmina miejska"|"Kawaleryjska"|"10"|"5"|"20-552"|""|"Lublin"
"3745708"|"000000069959"|"G"|"1329201"|""|""|"Adres udzielania świadczeń"|"NIE"|"99"|"97 (99) - indywidualna specjalistyczna praktyka lekarska w dziedzinie"|"0663011"|"Lublin - gmina miejska"|"Pułaskiego Kazimierza"|"31A"|""|"20-461"|""|"Lublin"
"3745709"|"000000069959"|"G"|"1329202"|""|""|"Adres udzielania świadczeń"|"NIE"|"99"|"97 (99) - indywidualna specjalistyczna praktyka lekarska w dziedzinie"|"0663011"|"Lublin - gmina miejska"|"Pułaskiego Kazimierza"|"31A"|""|"20-461"|""|"Lublin"
"3745807"|"000000069995"|"G"|"1329238"|""|""|"Adres udzielania świadczeń"|"NIE"|"99"|"97 (99) - indywidualna specjalistyczna praktyka lekarska w dziedzinie"|"0661011"|"Biała Podlaska - gmina miejska"|"ul. Księcia Witolda"|"21 F"|""|"21-500"|""|"Biała Podlaska"
"3745808"|"000000069995"|"G"|"1329239"|""|""|"Adres udzielania świadczeń"|"NIE"|"99"|"97 (99) - indywidualna specjalistyczna praktyka lekarska w dziedzinie"|"0661011"|"Biała Podlaska - gmina miejska"|"ul. Księcia Witolda"|"21 F"|""|"21-500"|""|"Biała Podlaska"
"3745953"|"000000070055"|"G"|"1329299"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka lekarska"|"0617011"|"Świdnik - gmina miejska"|"ul. Bronisława Ratajczaka"|"9"|"20"|"21-040"|""|"Świdnik"
"3745954"|"000000070055"|"G"|"1329300"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka lekarska"|"0617011"|"Świdnik - gmina miejska"|"ul. Bronisława Ratajczaka"|"9"|"20"|"21-040"|""|"Świdnik"
"3745955"|"000000070056"|"G"|"1329301"|""|""|"Adres udzielania świadczeń"|"NIE"|"99"|"97 (99) - indywidualna specjalistyczna praktyka lekarska w dziedzinie"|"0664011"|"Zamość - gmina miejska"|"ul. Prymasa Stefana Wyszyńskiego"|"52"|""|"22-400"|""|"Zamość"
"3745956"|"000000070056"|"G"|"1329302"|""|""|"Adres udzielania świadczeń"|"NIE"|"99"|"97 (99) - indywidualna specjalistyczna praktyka lekarska w dziedzinie"|"0664011"|"Zamość - gmina miejska"|"ul. Prymasa Stefana Wyszyńskiego"|"52"|""|"22-400"|""|"Zamość"
"3747449"|"000000070834"|"G"|"1330082"|""|""|"Adres udzielania świadczeń"|"NIE"|"99"|"97 (99) - indywidualna specjalistyczna praktyka lekarska w dziedzinie"|""|""|"Kilińskiego"|"141"|""|"90-315"|""|"Łódź"
"3747450"|"000000070834"|"G"|"1330083"|""|""|"Adres udzielania świadczeń"|"NIE"|"99"|"97 (99) - indywidualna specjalistyczna praktyka lekarska w dziedzinie"|""|""|"Kilińskiego"|"141"|""|"90-315"|""|"Łódź"
"3747529"|"000000070873"|"G"|"1330122"|""|""|"Adres udzielania świadczeń"|"NIE"|"99"|"97 (99) - indywidualna specjalistyczna praktyka lekarska w dziedzinie"|""|""|"Warszawska"|"58"|""|"95-010"|""|"Stryków"
"3747530"|"000000070873"|"G"|"1330123"|""|""|"Adres udzielania świadczeń"|"NIE"|"99"|"97 (99) - indywidualna specjalistyczna praktyka lekarska w dziedzinie"|""|""|"Warszawska"|"58"|""|"95-010"|""|"Stryków"
"3747543"|"000000070881"|"G"|"1330131"|""|""|"Adres udzielania świadczeń"|"NIE"|"99"|"97 (99) - indywidualna specjalistyczna praktyka lekarska w dziedzinie"|""|""|"Piotrkowska"|"182"|""|"90-368"|""|"Łódź"
"3747544"|"000000070881"|"G"|"1330132"|""|""|"Adres udzielania świadczeń"|"NIE"|"99"|"97 (99) - indywidualna specjalistyczna praktyka lekarska w dziedzinie"|""|""|"Piotrkowska"|"182"|""|"90-368"|""|"Łódź"
"3748992"|"000000071677"|"G"|"1330929"|""|""|"Adres udzielania świadczeń"|"NIE"|"99"|"97 (99) - indywidualna specjalistyczna praktyka lekarska w dziedzinie"|""|""|"Witkacego"|"2c"|""|"95-100"|""|"Zgierz"
"3748993"|"000000071677"|"G"|"1330930"|""|""|"Adres udzielania świadczeń"|"NIE"|"99"|"97 (99) - indywidualna specjalistyczna praktyka lekarska w dziedzinie"|""|""|"Witkacego"|"2c"|""|"95-100"|""|"Zgierz"
"3748995"|"000000071679"|"G"|"1330932"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka lekarska"|""|""|"Zielona"|"17"|""|"97-200"|""|"Tomaszów Mazowiecki"
"3748996"|"000000071679"|"G"|"1330933"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka lekarska"|""|""|"Zielona"|"17"|""|"97-200"|""|"Tomaszów Mazowiecki"
"3749020"|"000000071697"|"G"|"1330951"|""|""|"Adres udzielania świadczeń"|"NIE"|"97"|"97 - grupowa praktyka lekarska"|""|""|"Usługowa"|"1C"|""|"98-355"|""|"Działoszyn"
"3749318"|"000000071933"|"G"|"1331187"|""|""|"Adres udzielania świadczeń"|"NIE"|"97"|"97 - grupowa praktyka lekarska"|""|""|"Usługowa"|"1C"|""|"98-355"|""|"Działoszyn"
"3749336"|"000000071950"|"G"|"1331204"|""|""|"Adres udzielania świadczeń"|"NIE"|"99"|"97 (99) - indywidualna specjalistyczna praktyka lekarska w dziedzinie"|"1061029"|"Łódź-Bałuty - delegatura"|"Franciszkańska"|"104/112"|""|"91-845"|""|"Łódź"
"3749337"|"000000071950"|"G"|"1331205"|""|""|"Adres udzielania świadczeń"|"NIE"|"99"|"97 (99) - indywidualna specjalistyczna praktyka lekarska w dziedzinie"|"1061029"|"Łódź-Bałuty - delegatura"|"Franciszkańska"|"104/112"|""|"91-845"|""|"Łódź"
"3749420"|"000000072012"|"G"|"1331267"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka lekarska"|""|""|"P.O.W."|"36/38 m."|""|"90-123"|""|"Łódź"
"3749421"|"000000072012"|"G"|"1331268"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka lekarska"|""|""|"P.O.W."|"36/38 m."|""|"90-123"|""|"Łódź"
"3749422"|"000000072013"|"G"|"1331269"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka lekarska"|""|""|"Żeromskiego"|"36"|""|"97-315"|""|"Tuszyn"
"3749423"|"000000072013"|"G"|"1331270"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka lekarska"|""|""|"Żeromskiego"|"36"|""|"97-315"|""|"Tuszyn"
"3749455"|"000000072036"|"G"|"1331293"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka lekarska"|""|""|"Tansmana"|"6/1"|""|"91-022"|""|"Łódź"
"3749456"|"000000072036"|"G"|"1331294"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka lekarska"|""|""|"Tansmana"|"6/1"|""|"91-022"|""|"Łódź"
"3750439"|"000000072547"|"G"|"1331805"|""|""|"Adres udzielania świadczeń"|"NIE"|"97"|"97 - grupowa praktyka lekarska"|""|""|"B. Prusa"|"11 m.25"|""|"95-100"|""|"Zgierz"
"3750440"|"000000072547"|"G"|"1331806"|""|""|"Adres udzielania świadczeń"|"NIE"|"97"|"97 - grupowa praktyka lekarska"|""|""|"B. Prusa"|"11 m.25"|""|"95-100"|""|"Zgierz"
"3750441"|"000000072548"|"G"|"1331807"|""|""|"Adres udzielania świadczeń"|"NIE"|"97"|"97 - grupowa praktyka lekarska"|""|""|"Kamińskiego"|"7/9"|""|"91-427"|""|"Łódź"
"3750442"|"000000072548"|"G"|"1331808"|""|""|"Adres udzielania świadczeń"|"NIE"|"97"|"97 - grupowa praktyka lekarska"|""|""|"Kamińskiego"|"7/9"|""|"91-427"|""|"Łódź"
"3750443"|"000000072548"|"G"|"1331809"|""|""|"Adres udzielania świadczeń"|"NIE"|"97"|"97 - grupowa praktyka lekarska"|""|""|"Kamińskiego"|"7/9"|""|"91-427"|""|"Łódź"
"3750444"|"000000072548"|"G"|"1331810"|""|""|"Adres udzielania świadczeń"|"NIE"|"97"|"97 - grupowa praktyka lekarska"|""|""|"Kamińskiego"|"7/9"|""|"91-427"|""|"Łódź"
"3750445"|"000000072549"|"G"|"1331811"|""|""|"Adres udzielania świadczeń"|"NIE"|"97"|"97 - grupowa praktyka lekarska"|""|""|"Dąbrówki"|"16"|""|"92-402"|""|"Łódź"
"3750446"|"000000072549"|"G"|"1331812"|""|""|"Adres udzielania świadczeń"|"NIE"|"97"|"97 - grupowa praktyka lekarska"|""|""|"Dąbrówki"|"16"|""|"92-402"|""|"Łódź"
"3750447"|"000000072550"|"G"|"1331813"|""|""|"Adres udzielania świadczeń"|"NIE"|"97"|"97 - grupowa praktyka lekarska"|""|""|"Bazylijska"|"39"|""|"95-100"|""|"Zgierz"
"3750448"|"000000072550"|"G"|"1331814"|""|""|"Adres udzielania świadczeń"|"NIE"|"97"|"97 - grupowa praktyka lekarska"|""|""|"Bazylijska"|"39"|""|"95-100"|""|"Zgierz"
"3750784"|"000000072717"|"G"|"1331981"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka lekarska"|"1061"|""|"Żeligowskiego Lucjana"|"26"|"16"|"90-753"|""|"Łódź"
"3750785"|"000000072717"|"G"|"1331982"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka lekarska"|"1061"|""|"Żeligowskiego Lucjana"|"26"|"16"|"90-753"|""|"Łódź"
"3750922"|"000000072778"|"G"|"1332044"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka lekarska"|"1016"|""|"Legionów"|"84"|""|"97-200"|""|"Tomaszów Mazowiecki"
"3750923"|"000000072778"|"G"|"1332045"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka lekarska"|"1016"|""|"Legionów"|"84"|""|"97-200"|""|"Tomaszów Mazowiecki"
"3995148"|"000000072801"|"G"|"1456039"|""|""|"Adres udzielania świadczeń"|"NIE"|"99"|"97 (99) - indywidualna specjalistyczna praktyka lekarska w dziedzinie"|"1061039"|"Łódź-Górna - delegatura"|"ul. Czerwona"|"2"|""|"93-005"|""|"Łódź-Górna"
"3995149"|"000000072801"|"G"|"1456040"|""|""|"Adres udzielania świadczeń"|"NIE"|"99"|"97 (99) - indywidualna specjalistyczna praktyka lekarska w dziedzinie"|"1061039"|"Łódź-Górna - delegatura"|"ul. Czerwona"|"2"|""|"93-005"|""|"Łódź-Górna"
"3751047"|"000000072842"|"G"|"1332111"|""|""|"Adres udzielania świadczeń"|"NIE"|"99"|"97 (99) - indywidualna specjalistyczna praktyka lekarska w dziedzinie"|"1061"|""|"Broniewskiego"|"6"|""|"93-162"|""|"Łódź"
"3751048"|"000000072842"|"G"|"1332112"|""|""|"Adres udzielania świadczeń"|"NIE"|"99"|"97 (99) - indywidualna specjalistyczna praktyka lekarska w dziedzinie"|"1061"|""|"Broniewskiego"|"6"|""|"93-162"|""|"Łódź"
"3751049"|"000000072843"|"G"|"1332113"|""|""|"Adres udzielania świadczeń"|"NIE"|"97"|"97 - grupowa praktyka lekarska"|"1061"|""|"1 Maja"|"42/44"|""|"90-741"|""|"Łódź"
"3751065"|"000000072853"|"G"|"1332123"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka lekarska"|"1061"|""|"Dożynkowa"|"44"|""|"94-279"|""|"Łódź"
"3751066"|"000000072853"|"G"|"1332124"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka lekarska"|"1061"|""|"Dożynkowa"|"44"|""|"94-279"|""|"Łódź"
"3751253"|"000000072941"|"G"|"1332212"|""|""|"Adres udzielania świadczeń"|"NIE"|"99"|"97 (99) - indywidualna specjalistyczna praktyka lekarska w dziedzinie"|"1061049"|"Łódź-Polesie - delegatura"|"Obywatelska"|"63"|""|"93-558"|""|"Łódź"
"3751254"|"000000072941"|"G"|"1332213"|""|""|"Adres udzielania świadczeń"|"NIE"|"99"|"97 (99) - indywidualna specjalistyczna praktyka lekarska w dziedzinie"|"1061049"|"Łódź-Polesie - delegatura"|"Obywatelska"|"63"|""|"93-558"|""|"Łódź"
"3751255"|"000000072941"|"G"|"1332214"|""|""|"Adres udzielania świadczeń"|"NIE"|"99"|"97 (99) - indywidualna specjalistyczna praktyka lekarska w dziedzinie"|"1061049"|"Łódź-Polesie - delegatura"|"Obywatelska"|"63"|""|"93-558"|""|"Łódź"
"3751706"|"000000073181"|"G"|"1332458"|""|""|"Adres udzielania świadczeń"|"NIE"|"97"|"97 - grupowa praktyka lekarska"|"1061"|""|"Więckowskiego Stefana"|"85"|""|"90-757"|""|"Łódź"
"3751714"|"000000073185"|"G"|"1332462"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka lekarska"|"1061"|""|"Lubeckiego"|"8"|""|"90-743"|""|"Łódź"
"3751715"|"000000073185"|"G"|"1332463"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka lekarska"|"1061"|""|"Lubeckiego"|"8"|""|"90-743"|""|"Łódź"
"3751725"|"000000073192"|"G"|"1332470"|""|""|"Adres udzielania świadczeń"|"NIE"|"99"|"97 (99) - indywidualna specjalistyczna praktyka lekarska w dziedzinie"|"1061"|""|"Falista"|"56"|""|"94-115"|""|"Łódź"
"3751726"|"000000073192"|"G"|"1332471"|""|""|"Adres udzielania świadczeń"|"NIE"|"99"|"97 (99) - indywidualna specjalistyczna praktyka lekarska w dziedzinie"|"1061"|""|"Falista"|"56"|""|"94-115"|""|"Łódź"
"3751849"|"000000073250"|"G"|"1332529"|""|""|"Adres udzielania świadczeń"|"NIE"|"99"|"97 (99) - indywidualna specjalistyczna praktyka lekarska w dziedzinie"|"1061059"|"Łódź-Śródmieście - delegatura"|"Kamińskiego"|"7/9"|""|"90-225"|""|"Łódź"
"3751850"|"000000073250"|"G"|"1332530"|""|""|"Adres udzielania świadczeń"|"NIE"|"99"|"97 (99) - indywidualna specjalistyczna praktyka lekarska w dziedzinie"|"1061059"|"Łódź-Śródmieście - delegatura"|"Kamińskiego"|"7/9"|""|"90-225"|""|"Łódź"
"3751851"|"000000073251"|"G"|"1332531"|""|""|"Adres udzielania świadczeń"|"NIE"|"97"|"97 - grupowa praktyka lekarska"|"1061"|""|"Kamińskiego"|"7/9"|""|"90-225"|""|"Łódź"
"3751864"|"000000073261"|"G"|"1332541"|""|""|"Adres udzielania świadczeń"|"NIE"|"97"|"97 - grupowa praktyka lekarska"|"1061"|""|"Felińskiego Alojzego"|"7"|""|"93-252"|""|"Łódź"
"3751865"|"000000073262"|"G"|"1332542"|""|""|"Adres udzielania świadczeń"|"NIE"|"97"|"97 - grupowa praktyka lekarska"|"1061"|""|"Felińskiego Alojzego"|"7"|""|"93-252"|""|"Łódź"
"3998191"|"000000073263"|"G"|"1457149"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka lekarska"|"1061039"|"Łódź-Górna - delegatura"|"Felińskiego Alojzego"|"7"|""|"93-252"|""|"Łódź"
"3998192"|"000000073263"|"G"|"1457150"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka lekarska"|"1061039"|"Łódź-Górna - delegatura"|"ul. Alojzego Felińskiego"|"7"|""|"93-252"|""|"Łódź-Górna"
"3998193"|"000000073263"|"G"|"1457151"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka lekarska"|"1061039"|"Łódź-Górna - delegatura"|"Felińskiego Alojzego"|"7"|""|"93-252"|""|"Łódź"
"3998194"|"000000073263"|"G"|"1457152"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka lekarska"|"1061039"|"Łódź-Górna - delegatura"|"Felińskiego Alojzego"|"7"|""|"93-252"|""|"Łódź"
"3751884"|"000000073267"|"G"|"1332550"|""|""|"Adres udzielania świadczeń"|"NIE"|"97"|"97 - grupowa praktyka lekarska"|"1061"|""|"Więckowskiego Stefana"|"85"|""|"90-757"|""|"Łódź"
"3970358"|"000000073374"|"G"|"1445653"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka lekarska"|"1061029"|"Łódź-Bałuty - delegatura"|"Lutomierska"|"125"|"71"|"91-037"|""|"Łódź"
"3970359"|"000000073374"|"G"|"1445654"|""|""|"Adres udzielania świadczeń"|"NIE"|"99"|"97 (99) - indywidualna specjalistyczna praktyka lekarska w dziedzinie"|"1061029"|"Łódź-Bałuty - delegatura"|"Lutomierska"|"125"|"71"|"91-037"|""|"Łódź"
"3752274"|"000000073422"|"G"|"1332706"|""|""|"Adres udzielania świadczeń"|"NIE"|"97"|"97 - grupowa praktyka lekarska"|"1061"|""|"Węgierska"|"2A"|""|"92-314"|""|"Łódź"
"3752275"|"000000073423"|"G"|"1332707"|""|""|"Adres udzielania świadczeń"|"NIE"|"97"|"97 - grupowa praktyka lekarska"|"1061"|""|"Węgirrska"|"2A"|""|"92-314"|""|"Łódź"
"3752518"|"000000073534"|"G"|"1332818"|""|""|"Adres udzielania świadczeń"|"NIE"|"97"|"97 - grupowa praktyka lekarska"|"1012011"|"Radomsko - gmina miejska"|"Starowiejska"|"3"|"15"|"97-500"|""|"Radomsko"
