"Id adresu"|"Numer ksiegi"|"Typ praktyki"|"Id wspólnika"|"Nazwa zakladu leczniczego"|"Regon"|"Rodzaj adresu"|"Adres dokumentacji medycznej jak wezwanie?"|"Kod praktyki"|"Opis praktyki"|"Teryt"|"Teryt - opis"|"Ulica"|"Budynek"|"Lokal"|"Kod pocztowy"|"Poczta"|"Miejscowosc"
"3672668"|"000000132348"|"G"|"1294124"|""|""|"Adres przechowywania dokumentacji"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"1205042"|"Gorlice - gmina wiejska"|"Kwiatonowice"|"123"|""|"38-333"|""|"Zagórzany"
"3672668"|"000000132348"|"G"|"1294124"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"1205011"|"Gorlice - gmina miejska"|"Jagiełły"|"10"|"2"|"38-300"|""|"Gorlice"
"3672669"|"000000132348"|"G"|"1294125"|""|""|"Adres przechowywania dokumentacji"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"1205011"|"Gorlice - gmina miejska"|"M.Konopnickiej"|"11"|"18"|"38-300"|""|"Gorlice"
"3672669"|"000000132348"|"G"|"1294125"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"1205011"|"Gorlice - gmina miejska"|"Jagiełły"|"10"|"2"|"38-300"|""|"Gorlice"
"3672670"|"000000132348"|"G"|"1294126"|""|""|"Adres przechowywania dokumentacji"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"1205011"|"Gorlice - gmina miejska"|"Krasińskiego"|"7"|"9"|"38-300"|""|"Gorlice"
"3672670"|"000000132348"|"G"|"1294126"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"1205011"|"Gorlice - gmina miejska"|"Jagiełły"|"10"|"2"|"38-300"|""|"Gorlice"
"3672671"|"000000132348"|"G"|"1294127"|""|""|"Adres przechowywania dokumentacji"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"1205011"|"Gorlice - gmina miejska"|"Słowackiego"|"32"|"21"|"38-300"|""|"Gorlice"
"3672671"|"000000132348"|"G"|"1294127"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"1205011"|"Gorlice - gmina miejska"|"Jagiełły"|"10"|"2"|"38-300"|""|"Gorlice"
"3672840"|"000000132415"|"G"|"1294241"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"1427011"|"Sierpc - gmina miejska"|"ul. Płocka"|"38a"|""|"09-200"|""|"Sierpc"
"3672841"|"000000132415"|"G"|"1294241"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"1427011"|"Sierpc - gmina miejska"|"Armii Krajowej"|"10"|""|"09-200"|""|"Sierpc"
"3672842"|"000000132415"|"G"|"1294241"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"1427011"|"Sierpc - gmina miejska"|"ul. Wiosny Ludów"|"7"|""|"09-200"|""|"Sierpc"
"3672843"|"000000132415"|"G"|"1294241"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"1427011"|"Sierpc - gmina miejska"|""|"30"|""|"09-200"|""|"Studzieniec"
"3672844"|"000000132415"|"G"|"1294241"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"1427011"|"Sierpc - gmina miejska"|"ul. mjr. Henryka Sucharskiego"|"2"|""|"09-200"|""|"Sierpc"
"3672845"|"000000132415"|"G"|"1294241"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"1427011"|"Sierpc - gmina miejska"|"ul. Dworcowa"|"5B"|""|"09-200"|""|"Sierpc"
"3672846"|"000000132415"|"G"|"1294241"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"1427011"|"Sierpc - gmina miejska"|"Konstytucji 3 Maja"|"8"|""|"09-200"|""|"Sierpc"
"3672847"|"000000132415"|"G"|"1294241"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"1427011"|"Sierpc - gmina miejska"|"Braci Tułodzieckich"|"2"|""|"09-200"|""|"Sierpc"
"3672848"|"000000132415"|"G"|"1294241"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"1427011"|"Sierpc - gmina miejska"|"Szkolna"|"2"|""|"09-200"|"Sierpc"|"Borkowo Kościelne"
"3672849"|"000000132415"|"G"|"1294241"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"1427011"|"Sierpc - gmina miejska"|""|"11"|""|"09-200"|"Sierpc"|"Bledzewko"
"3672850"|"000000132415"|"G"|"1294242"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"1427011"|"Sierpc - gmina miejska"|"Sucharskiego"|"2"|""|"09-200"|""|"Sierpc"
"3672851"|"000000132415"|"G"|"1294242"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"1427011"|"Sierpc - gmina miejska"|"Armii Krajowej"|"10"|""|"09-200"|""|"Sierpc"
"3672852"|"000000132415"|"G"|"1294242"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"1427011"|"Sierpc - gmina miejska"|"Wiosny Ludów"|"7"|""|"09-200"|""|"Sierpc"
"3672853"|"000000132415"|"G"|"1294242"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"1427011"|"Sierpc - gmina miejska"|""|"30"|""|"09-200"|""|"Studzieniec"
"3672854"|"000000132415"|"G"|"1294242"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"1427011"|"Sierpc - gmina miejska"|"ul. Dworcowa"|"5B"|""|"09-200"|""|"Sierpc"
"3672855"|"000000132415"|"G"|"1294242"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"1427011"|"Sierpc - gmina miejska"|"Płocka"|"38a"|""|"09-200"|""|"Sierpc"
"3672856"|"000000132415"|"G"|"1294242"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"1427011"|"Sierpc - gmina miejska"|"Konstytucji 3 Maja"|"8"|""|"09-200"|""|"Sierpc"
"3672857"|"000000132415"|"G"|"1294242"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"1427011"|"Sierpc - gmina miejska"|"Braci Tułodzieckich"|"2"|""|"09-200"|""|"Sierpc"
"3672858"|"000000132415"|"G"|"1294242"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"1427011"|"Sierpc - gmina miejska"|"Szkolna 2"|""|""|"09-200"|"Sierpc"|"Borkowo Kościelne"
"3672859"|"000000132415"|"G"|"1294242"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"1427011"|"Sierpc - gmina miejska"|""|""|""|"09-200"|"Sierpc"|"Bledzewo 11"
"3672860"|"000000132415"|"G"|"1294243"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"1427011"|"Sierpc - gmina miejska"|"Sucharskiego"|"2"|""|"09-200"|""|"Sierpc"
"3672861"|"000000132415"|"G"|"1294243"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"1427011"|"Sierpc - gmina miejska"|"Armii Krajowej"|"10"|""|"09-200"|""|"Sierpc"
"3672862"|"000000132415"|"G"|"1294243"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"1427011"|"Sierpc - gmina miejska"|"Wiosny Ludów"|"7"|""|"09-200"|""|"Sierpc"
"3672863"|"000000132415"|"G"|"1294243"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"1427011"|"Sierpc - gmina miejska"|""|"30"|""|"09-200"|""|"Studzieniec"
"3672864"|"000000132415"|"G"|"1294243"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"1427011"|"Sierpc - gmina miejska"|"ul. Dworcowa"|"5B"|""|"09-200"|""|"Sierpc"
"3672865"|"000000132415"|"G"|"1294243"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"1427011"|"Sierpc - gmina miejska"|"Płocka"|"38a"|""|"09-200"|""|"Sierpc"
"3672866"|"000000132415"|"G"|"1294243"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"1427011"|"Sierpc - gmina miejska"|"Konstytucji 3 Maja"|"8"|""|"09-200"|""|"Sierpc"
"3672867"|"000000132415"|"G"|"1294243"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"1427011"|"Sierpc - gmina miejska"|"Braci Tułodzieckich"|"2"|""|"09-200"|""|"Sierpc"
"3672868"|"000000132415"|"G"|"1294243"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"1427011"|"Sierpc - gmina miejska"|"Szkolna"|"2"|""|"09-200"|"Sierpc"|"Borkowo Kościelne "
"3672869"|"000000132415"|"G"|"1294243"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"1427011"|"Sierpc - gmina miejska"|""|""|""|"09-200"|"Sierpc"|"Bledzewo 11"
"3672870"|"000000132415"|"G"|"1294244"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"1427011"|"Sierpc - gmina miejska"|"Sucharskiego"|"2"|""|"09-200"|""|"Sierpc"
"3672871"|"000000132415"|"G"|"1294244"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"1427011"|"Sierpc - gmina miejska"|"Armii Krajowej"|"10"|""|"09-200"|""|"Sierpc"
"3672872"|"000000132415"|"G"|"1294244"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"1427011"|"Sierpc - gmina miejska"|"Wiosny Ludów"|"7"|""|"09-200"|""|"Sierpc"
"3672873"|"000000132415"|"G"|"1294244"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"1427011"|"Sierpc - gmina miejska"|""|"30"|""|"09-200"|""|"Studzieniec"
"3672874"|"000000132415"|"G"|"1294244"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"1427011"|"Sierpc - gmina miejska"|"ul. Dworcowa"|"5B"|""|"09-200"|""|"Sierpc"
"3672875"|"000000132415"|"G"|"1294244"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"1427011"|"Sierpc - gmina miejska"|"Płocka"|"38a"|""|"09-200"|""|"Sierpc"
"3672876"|"000000132415"|"G"|"1294244"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"1427011"|"Sierpc - gmina miejska"|"Konstytucji 3 Maja"|"8"|""|"09-200"|""|"Sierpc"
"3672877"|"000000132415"|"G"|"1294244"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"1427011"|"Sierpc - gmina miejska"|"Braci Tułodzieckich"|"2"|""|"09-200"|""|"Sierpc"
"3672878"|"000000132415"|"G"|"1294244"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"1427011"|"Sierpc - gmina miejska"|""|""|""|"09-200"|"Sierpc"|"Bledzewo 11"
"3672879"|"000000132415"|"G"|"1294244"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"1427011"|"Sierpc - gmina miejska"|"Szkolna"|"2"|""|"09-200"|"Sierpc"|"Borkowo Kościelne"
"3672880"|"000000132415"|"G"|"1294245"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"1427011"|"Sierpc - gmina miejska"|"Sucharskiego"|"2"|""|"09-200"|""|"Sierpc"
"3672881"|"000000132415"|"G"|"1294245"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"1427011"|"Sierpc - gmina miejska"|"Armii Krajowej"|"10"|""|"09-200"|""|"Sierpc"
"3672882"|"000000132415"|"G"|"1294245"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"1427011"|"Sierpc - gmina miejska"|"Wiosny Ludów"|"7"|""|"09-200"|""|"Sierpc"
"3672883"|"000000132415"|"G"|"1294245"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"1427011"|"Sierpc - gmina miejska"|""|"30"|""|"09-200"|""|"Studzieniec"
"3672884"|"000000132415"|"G"|"1294245"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"1427011"|"Sierpc - gmina miejska"|"ul. Dworcowa"|"5B"|""|"09-200"|""|"Sierpc"
"3672885"|"000000132415"|"G"|"1294245"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"1427011"|"Sierpc - gmina miejska"|"Płocka"|"38a"|""|"09-200"|""|"Sierpc"
"3672886"|"000000132415"|"G"|"1294245"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"1427011"|"Sierpc - gmina miejska"|"Konstytucji 3 Maja"|"8"|""|"09-200"|""|"Sierpc"
"3672887"|"000000132415"|"G"|"1294245"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"1427011"|"Sierpc - gmina miejska"|"Braci Tułodzieckich"|"2"|""|"09-200"|""|"Sierpc"
"3672888"|"000000132415"|"G"|"1294245"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"1427011"|"Sierpc - gmina miejska"|""|""|""|"09-200"|"Sierpc"|"Bledzewo 11"
"3672889"|"000000132415"|"G"|"1294245"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"1427011"|"Sierpc - gmina miejska"|"Szkolna"|"2"|""|"09-200"|"Sierpc"|"Borkowo Kościelne "
"3672890"|"000000132415"|"G"|"1294246"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"1427011"|"Sierpc - gmina miejska"|"Sucharskiego"|"2"|""|"09-200"|""|"Sierpc"
"3672891"|"000000132415"|"G"|"1294246"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"1427011"|"Sierpc - gmina miejska"|"Armii Krajowej"|"10"|""|"09-200"|""|"Sierpc"
"3672892"|"000000132415"|"G"|"1294246"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"1427011"|"Sierpc - gmina miejska"|"Wiosny Ludów"|"7"|""|"09-200"|""|"Sierpc"
"3672893"|"000000132415"|"G"|"1294246"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"1427011"|"Sierpc - gmina miejska"|""|"30"|""|"09-200"|""|"Studzieniec"
"3672894"|"000000132415"|"G"|"1294246"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"1427011"|"Sierpc - gmina miejska"|"ul. Dworcowa"|"5B"|""|"09-200"|"Sierpc"|"Sierpc"
"3672895"|"000000132415"|"G"|"1294246"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"1427011"|"Sierpc - gmina miejska"|"Płocka"|"38a"|""|"09-200"|""|"Sierpc"
"3672896"|"000000132415"|"G"|"1294246"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"1427011"|"Sierpc - gmina miejska"|"Konstytucji 3 Maja"|"8"|""|"09-200"|""|"Sierpc"
"3672897"|"000000132415"|"G"|"1294246"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"1427011"|"Sierpc - gmina miejska"|"Braci Tułodzieckich"|"2"|""|"09-200"|""|"Sierpc"
"3672898"|"000000132415"|"G"|"1294246"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"1427011"|"Sierpc - gmina miejska"|"Szkolna"|"2"|""|"09-200"|"Sierpc"|"Borkowo Kościelne"
"3672899"|"000000132415"|"G"|"1294246"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"1427011"|"Sierpc - gmina miejska"|""|""|""|"09-200"|"Sierpc"|"Bledzewo 11"
"3673022"|"000000132463"|"G"|"1294332"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"3061011"|"Kalisz - gmina miejska"|"Browarna"|"5"|""|"62-800"|""|"Kalisz"
"3673023"|"000000132463"|"G"|"1294333"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"3061011"|"Kalisz - gmina miejska"|"Browarna"|"5"|""|"62-800"|""|"Kalisz"
"3673076"|"000000132486"|"G"|"1294369"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"3061011"|"Kalisz - gmina miejska"|"Górnośląska"|"3"|""|"62-800"|""|"Kalisz"
"3673077"|"000000132486"|"G"|"1294370"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"3061011"|"Kalisz - gmina miejska"|"Górnośląska"|"3"|""|"62-800"|""|"Kalisz"
"3673078"|"000000132486"|"G"|"1294371"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"3061011"|"Kalisz - gmina miejska"|"Górnośląska"|"3"|""|"62-800"|""|"Kalisz"
"3673079"|"000000132486"|"G"|"1294372"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"3061011"|"Kalisz - gmina miejska"|"Górnośląska"|"3"|""|"62-800"|""|"Kalisz"
"3673237"|"000000132544"|"G"|"1294477"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"3061011"|"Kalisz - gmina miejska"|"Legionów"|"6"|""|"62-800"|""|"Kalisz"
"3673238"|"000000132544"|"G"|"1294477"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"3007112"|"Żelazków - gmina wiejska"|""|""|""|"62-817"|""|"Dębe"
"3673239"|"000000132544"|"G"|"1294477"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"3061011"|"Kalisz - gmina miejska"|"Św. Michała"|"1"|""|""|""|"Kalisz"
"3673240"|"000000132544"|"G"|"1294478"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"3061011"|"Kalisz - gmina miejska"|"Grodzka"|"1"|""|"62-800"|""|"Kalisz"
"3673241"|"000000132544"|"G"|"1294478"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"3061011"|"Kalisz - gmina miejska"|"Polna"|"17"|""|"62-800"|""|"Kalisz"
"3673242"|"000000132544"|"G"|"1294479"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"3061011"|"Kalisz - gmina miejska"|"3-go Maja"|"18"|""|"62-800"|""|"Kalisz"
"3673243"|"000000132544"|"G"|"1294479"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"3061011"|"Kalisz - gmina miejska"|"Chełmska"|"18"|""|"62-800"|""|"Kalisz"
"3673244"|"000000132544"|"G"|"1294479"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"3020052"|"Gołuchów - gmina wiejska"|"Kaliska"|"2"|""|"62-811"|""|"Kościelna Wieś"
"3673245"|"000000132544"|"G"|"1294480"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"3061011"|"Kalisz - gmina miejska"|"Długosza"|"14"|""|"62-800"|""|"Kalisz"
"3673246"|"000000132544"|"G"|"1294480"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"3061011"|"Kalisz - gmina miejska"|"Mickiewicza"|"11"|""|"62-800"|""|"Kalisz"
"3673247"|"000000132544"|"G"|"1294481"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"3061011"|"Kalisz - gmina miejska"|"Hanki Sawickiej"|"36"|""|""|""|"Kalisz"
"3673248"|"000000132544"|"G"|"1294482"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"3061011"|"Kalisz - gmina miejska"|"3-go Maja"|"16"|""|""|""|"Kalisz"
"3673249"|"000000132544"|"G"|"1294482"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"3061011"|"Kalisz - gmina miejska"|"ul. Piskorzewie"|"6"|""|""|""|"Kalisz"
"3673250"|"000000132544"|"G"|"1294482"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"3007042"|"Godziesze Wielkie - gmina wiejska"|"ul. ks. Augustyna Kordeckiego"|"8"|""|""|""|"Godziesze Wielkie"
"3673251"|"000000132544"|"G"|"1294483"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"3061011"|"Kalisz - gmina miejska"|"ul. Rzemieślnicza"|"6"|""|""|""|"Kalisz"
"3673252"|"000000132544"|"G"|"1294484"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"3061011"|"Kalisz - gmina miejska"|"Hanki Sawickiej"|"22-24"|""|""|""|"Kalisz"
"3673253"|"000000132544"|"G"|"1294485"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"3061011"|"Kalisz - gmina miejska"|"Widok"|"96a"|""|""|""|"Kalisz"
"3673254"|"000000132544"|"G"|"1294485"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"3061011"|"Kalisz - gmina miejska"|"Wykopaliskowa"|""|""|""|""|"Kalisz"
"3673671"|"000000132757"|"G"|"1294776"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"3008034"|"Kępno - miasto"|"Mickiewicza"|"12"|""|"63-600"|""|"Kępno"
"3673672"|"000000132757"|"G"|"1294777"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"3008034"|"Kępno - miasto"|"Mickiewicza"|"12"|""|"63-600"|""|"Kępno"
"3673708"|"000000132778"|"G"|"1294807"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"3018064"|"Mikstat - miasto"|"Mickiewicza"|"1"|""|"63-510"|""|"Mikstat"
"3673709"|"000000132778"|"G"|"1294808"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"3018064"|"Mikstat - miasto"|"Mickiewicza"|"1"|""|"63-510"|""|"Mikstat"
"3673870"|"000000016791"|"G"|"1294912"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"3006012"|""|"Golska"|"43"|""|"63-233"|""|"Jaraczewo"
"3673871"|"000000016791"|"G"|"1294913"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"3006012"|""|"Golska"|"43"|""|"63-233"|""|"Jaraczewo"
"3673872"|"000000016791"|"G"|"1294914"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"3006012"|""|"Golska"|"43"|""|"63-233"|""|"Jaraczewo"
"3673884"|"000000016671"|"G"|"1294924"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"3027062"|"Przykona - gmina wiejska"|"Szkolna"|"12"|""|"62-731"|""|"Przykona"
"3673885"|"000000016671"|"G"|"1294925"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"3027062"|"Przykona - gmina wiejska"|"Szkolna"|"12"|""|"62-731"|""|"Przykona"
"3674030"|"000000132889"|"G"|"1295008"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"3012024"|"Kobylin - miasto"|"Grunwaldzka"|"2a"|""|"63-740"|""|"Kobylin"
"3674031"|"000000132889"|"G"|"1295009"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"3012024"|"Kobylin - miasto"|"Grunwaldzka"|"2a"|""|"63-740"|""|"Kobylin"
"3674032"|"000000132889"|"G"|"1295010"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"3012024"|"Kobylin - miasto"|"Grunwaldzka"|"2a"|""|"63-740"|""|"Kobylin"
"3674033"|"000000132889"|"G"|"1295011"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"3012024"|"Kobylin - miasto"|"Grunwaldzka"|"2a"|""|"63-740"|""|"Kobylin"
"3674051"|"000000132898"|"G"|"1295022"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"3061011"|"Kalisz - gmina miejska"|"Hanki Sawickiej"|"1a"|"33"|"62-800"|""|"Kalisz"
