"ID Księgi"|"Wynik"|"Data przeprowadzenia"
"334338"|"Pozytywnie z nieprawidłowościami"|"2016-02-10"
"334471"|"Brak aktualnego regulaminu organizacyjnego, zgodnego z art. 24 ustawy z dnia 15 kwietnia 2011 r. o działalności leczniczej (Dz. U. z 2015 r., poz. 618 j.t.), brak aktualnego przeglądu technicznego aparatury i sprzętu medycznego, co narusza art. 90 ust. 7 ustawy o wyrobach medycznych z dnia 20 maja 2010 r. (Dz. U. z 2010 r., Nr 107, poz. 679), brak informacji w sprawie przekazywania sprawozdań o liczbie osób zatrudnionych na umowy cywilnoprawne do PIP oraz OIPiP, prowadzenie dokumentacji medycznej niezgodne z Rozporządzeniem Min. Zdrowia z dnia 21 grudnia 2010 r. w sprawie rodzajów i zakresu dokumentacji medycznej oraz sposobu jej przetwarzania (Dz. U. z 2014 r., Nr 177, j.t.)."|"2015-07-07"
"334477"|"Ocena pozytywna z nieprawidłowościami."|"2016-01-12"
"334521"|"Pozytywnie z nieprawidłowościami. Brak funkcjonowania komórek organizacyjnych (006,007) wpisanych do rejestru. Nieścisłości w regulaminie organizacyjnym, dotyczące struktury organizacyjnej przedsiębiorstwa. Posługiwanie się pieczątką jednostki organizacyjnej z nazwą inną niż wpisana do rejestru. Brak przekazywania informacji o liczbie zatrudnionych osób na umowy cywilnoprawne do Państwowej Inspekcji Pracy i Okręgowej Izby Pielęgniarek i Położnych. Nieposiadanie przez pielęgniarkę szkolną kursu kwalifikacyjnego w dziedzinie pielęgniarstwa w środowisku nauczania i wychowania. Brak paszportu technicznego oraz aktualnego przeglądu aparatu EKG. Brak opracowania podstawowych procedur medycznych dla pielęgniarek. Uchybienia w prowadzeniu dokumentacji medycznej. Realizacja części świadczeń położnej środowiskowej w zakresie wizyt patronażowych nie jest zgodna z wykazem świadczeń gwarantowanych położnej podstawowej opieki zdrowotnej. Uchybienia w dokumentowaniu badań przesiewowych przed szczepieniami. Brak wykonywania badań pomiaru ciśnienia krwi i widzenia barw u uczniów klas piątych szkoły podstawowej oraz oznaczenia BMI u wszystkich."|"2015-02-04"
"334573"|"Pozytywnie z uchybieniami. Nieprawidłowości w prowadzeniu dokumentacji medycznej. Brak zgłoszenia do rejestru aktualnego ubezpieczenia OC. Brak zgłoszenia do rejestru 14-znakowego numeru REGON. Brak aktualizacji regulaminu organizacyjnego. Brak przekazywania kwartalnej informacji o liczbie zatrudnionych osób do Okręgowej Izby Lekarskiej oraz Państwowej Inspekcji Pracy."|"2015-01-23"
"334580"|"Brak zgłoszenia aktualnej polisy ubezpieczenia odpowiedzialności cywilnej do Rejestru Podmiotów Wykonujących Działalność Leczniczą, Brak przekazywania informacji do PIP oraz właściwych organów samorządów zawodów medycznych o liczbie osób zatrudnionych na umowy cywilnoprawne, brak książki kontroli przedsiębiorcy."|"2015-07-14"
"334584"|"Niezgłoszenie polisy ubezpieczenia OC podmiotu leczniczego do organu rejestrowego zgodnie z wymogami art. 25 ust. 3 ustawy z dnia 15 kwietnia 2011 r. o działalności leczniczej (Dz. U. z 2015 r. poz. 618 z późn. zm.), brak regulaminu organizacyjnego opracowanego na podstawie art. 24 ustawy o działalności leczniczej, nieprawidłowe oznakowanie gabinetu położnej POZ w Gniewczynie Łańcuckiej oraz gabinetu lekarza POZ w Przeworsku, brak zaświadczeń lekarskich o zdolności do pracy na zajmowanym stanowisku dla osób zatrudnionych na umowę o pracę, brak paszportów i aktualnych przeglądów technicznych sprzętu medycznego, nieprawidłowości i uchybienia w prowadzeniu dokumentacji medycznej, niewykonywanie części elementów badań przesiewowych i bilansowych u dzieci i młodzieży szkolnej, posiadanie procedury medycznej nie są zatwierdzone podpisem kierownika, brak jest oznaczenia podmiotu, dla którego zostały opracowane oraz potwierdzenia, iż personel został z nimi zapoznany."|"2015-10-27"
"334603"|"Brak aktualnego Regulaminu Organizacyjnego, prowadzenie dokumentacji medycznej niezgodne z Rozp. Min. Zdrowia z dnia 21 grudnia 2010 r. w sprawie rodzajów i zakresu dokumentacji medycznej oraz sposobu jej przetwarzania (Dz. U. z 2014 r, poz. 177 j.t.)."|"2015-08-11"
"334614"|"Brak aktualnego regulaminu organizacyjnego, brak przekazywania informacji do Państwowej Inspekcji Pracy oraz właściwych organów samorządów zawodów medycznych o liczbie osób zatrudnionych na umowy cywilnoprawne."|"2015-04-28"
"334617"|"W dniach 10, 11 i 17 września 2014 roku pracownicy Wydziału Polityki Społecznej Podkarpackiego Urzędu Wojewódzkiego w Rzeszowie przeprowadzili kontrolę doraźną w Niepublicznym Zakładzie Opieki Zdrowotnej Krzemienna z siedzibą w Dydni w zakresie funkcjonowania przedsiębiorstw podmiotu leczniczego pod względem zgodności z prawem realizowanych zadań.Wyniki kontroli zostały przedstawione w protokole z dnia 29.09.2014 r., podpisanym bez zastrzeżeń 03.10.2014 r.W wyniku podjętych czynności kontrolnych działalność Niepublicznego Zakładu Opieki Zdrowotnej Krzemienna z siedzibą w Dydni oceniono pozytywnie, jakkolwiek stwierdzono pewne nieprawidłowości:- Regulamin Organizacyjny nie zawiera  informacji dotyczącej ceny za badanie lekarskie pulmonologiczne i psychiatryczne.-  Zarejestrowane komórki organizacyjne niefunkcjonujące w chwili kontroli: - Pielęgniarska opieka długoterminowa domowa, - Poradnia Kardiologiczna, - Poradnia Ginekologiczno - Położnicza - Poradnia Pulmonologiczna, - Poradnia Neurologiczna, - Poradnia Zdrowia Psychicznego, - Przeglądy techniczne sprzętu nie są prowadzone zgodnie z wymaganiami producenta. - Do Państwowej Inspekcji Pracy oraz Okręgowej Izby Lekarskiej nie są przekazywane wymagane art. 17. ust. 4 ustawy z dnia 15 kwietnia o działalności leczniczej kwartalne sprawozdania.- W sprawdzonych aktach personelu medycznego znajdują się prawa wykonywania zawodu oraz dokumenty potwierdzające kwalifikacje zawodowe. Pielęgniarki pracujące w środowisku nauczania i wychowania nie posiadają kursu kwalifikacyjnego w dziedzinie pielęgniarstwa środowiska nauczania i wychowania.       - Badania przesiewowe i bilansowe dzieci i młodzieży szkolnej nie są prowadzone i dokumentowane zgodnie z wymogami stosownymi do wieku dziecka (wszystkie obowiązujące elementy). - Dokumentacja medyczna pacjentów prowadzona jest  niezgodnie z Rozporządzeniem Ministra Zdrowia z dnia 21 grudnia 2010 r. w sprawie rodzajów i zakresu dokumentacji medycznej oraz sposobu jej przetwarzania (Dz. U. z 2014 r., poz. 177 j.t.)."|"2014-09-10"
"334638"|"Brak załączonego cennika udzielanych świadczeń zdrowotnych do Regulaminu Organizacyjnego, co jest niezgodne z art. 24 ustawy z dnia 15 kwietnia 2011 o działalności leczniczej (Dz. U. z 2015 r., poz. 618, z późn. zm.), Brak aktualnego przeglądu technicznego aparatury i sprzętu medycznego, co narusza art. 90 ust. 7 Ustawy o wyrobach medycznych z dnia 20 maja 2010 r. (Dz. U. z 2010 r. Nr 107, poz. 679), prowadzenie dokumentacji medycznej niezgodne z Rozp. Min. Zdrowia z dnia 21 grudnia 2010 r. w sprawie rodzajów i zakresu dokumentacji medycznej oraz sposobu jej przetwarzania (Dz. U. z 2014 r., poz. 177 j.t.)."|"2015-07-09"
"334651"|"Niezgłoszenie aktualnej polisy OC podmiotu wykonującego działalność leczniczą. Brak regulaminu organizacyjnego opracowanego zgodnie z art. 24 ustawy z dn. 15 kwietnia 2011 r. o działalności leczniczej. Brak cennika usług dla pacjentów korzystających ze świadczeń zdrowotnych innych niż finansowane ze środków publicznych, opracowanego w formie załącznika do regulaminu organizacyjnego oraz umieszczenia go w widocznym miejscu. Nieaktualny numer telefonu podmiotu leczniczego w Księdze rejestrowej. Brak daty zatwierdzenia przez Kierownika opracowanych standardów i procedur medycznych."|"2015-04-10"
"334654"|"Pozytywnie z uchybieniami. Rozbieżności w zapisach Księgi Rejestrowej, a liczbą faktycznie funkcjonujących komórek organizacyjnych. Niezgłoszenie do rejestru 14-znakowego numeru REGON. Brak regulaminu organizacyjnego. Niezgłoszenie aktualnej polisy OC podmiotu wykonującego działalność leczniczą do rejestru. Brak przekazywania informacji do Państwowej Inspekcji Pracy oraz organów samorządów zawodów medycznych o liczbie osób zatrudnionych na umowy cywilnoprawne. Niedociągnięcia w prowadzeniu dokumentacji medycznej."|"2015-02-24"
"334686"|"Ocena pozytywna, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.151.2014.DM"|"2014-10-14"
"334688"|"Ocena pozytywna z nieprawidłowościami, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.31.2015.DM"|"2015-03-20"
"334689"|"Ocena pozytywna z nieprawidłowościami, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.149.2015.MB"|"2015-11-09"
"334693"|"Ocena pozytywna z nieprawidłowością, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.93.2015.DM"|"2015-08-18"
"334697"|"Ocena kontroli - pozytywna z nieprawidłowościami"|"2013-04-23"
"334700"|"Ocena kontroli - pozytywna"|"2013-10-08"
"334703"|"Ocena pozytywna, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.127.2015.DM"|"2015-10-22"
"334707"|"Ocena kontroli - pozytywna z nieprawidłowościami"|"2013-04-15"
"334711"|"Ocena kontroli - pozytywna"|"2013-06-28"
"334711"|"Ocena kontroli - pozytywna"|"2013-10-23"
"334713"|"Ocena kontroli - pozytywna z nieprawidłowościami"|"2013-02-07"
"334713"|"Ocena pozytywna z nieprawidłowościami, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.153.2015.AP"|"2015-12-01"
"334715"|"Ocena pozytywna z nieprawidłowościami, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.24.2014.DM"|"2014-02-27"
"334720"|"Ocena pozytywna, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.112.2014.AP"|"2014-06-27"
"334727"|"Ocena kontroli - pozytywna"|"2012-02-14"
"334727"|"Ocena pozytywna, zgodnie z wnioskami zawartymi w protokole kontroli znak: PS-III.9612.47.2016.AP"|"2016-04-27"
"334734"|"Ocena pozytywna, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.8.2016.DM"|"2016-02-18"
"334736"|"Ocena kontroli - pozytywna z nieprawidłowościami."|"2012-05-17"
"334745"|"Ocena kontroli - pozytywna"|"2013-03-01"
"334747"|"Ocena kontroli - pozytywna"|"2012-02-07"
"334747"|"Ocena pozytywna z nieprawidłowością, zgodnie z wnioskami zawartymi w protokole kontroli znak: PS-III.9612.54.2016.AM"|"2016-04-25"
"334749"|"Ocena pozytywna z nieprawidłowościami, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.63.2016.ET"|"2016-05-16"
"334753"|"Ocena pozytywna, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.89.2015.DM"|"2015-07-13"
"334759"|"Ocena pozytywna z nieprawidłowością, zgodnie z wnioskami zawartymi w protokole kontroli znak: PS-III.9612.99.2015.AP"|"2015-09-03"
"334762"|"Ocena pozytywna z nieprawidłowością, zgodnie z wnioskami zawartymi w protokole kontroli znak: PS-III.9612.131.2015.MB"|"2015-10-20"
"334763"|"Ocena kontroli - pozytywna"|"2013-04-18"
"334767"|"Ocena pozytywna z nieprawidłowościami, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.1.2016.DM"|"2016-02-04"
"334769"|"Ocena pozytywna, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.92.2015.DM"|"2015-07-24"
"334773"|"Ocena pozytywna, zgodnie z wnioskami zawartymi w protokole kontroli znak: PS-III.9612.106.2015.AP"|"2015-09-04"
"334774"|"Ocena pozytywna z nieprawidłowościami, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.132.2015.MB"|"2015-10-19"
"334775"|"Ocena pozytywna, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.114.2015.AP"|"2015-09-25"
"334776"|"Ocena pozytywna z nieprawidłowościami, zgodnie z wnioskami zawartymi w protokole kontroli znak: PS-III.9612.103.2015.DM"|"2015-09-07"
"334777"|"Ocena pozytywna z nieprawidłowością, zgodnie z wnioskami zawartymi w protokole kontroli znak: PS-III.9612.104.2015.DM"|"2015-09-07"
"334784"|"Ocena kontroli - pozytywna"|"2013-10-31"
"334784"|"Ocena pozytywna z nieprawidłowościami, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.171.2014.MB"|"2014-11-18"
"334785"|"Ocena kontroli - pozytywna z nieprawidłowościami"|"2012-11-07"
"334785"|"Ocena kontroli - pozytywna"|"2013-01-16"
"334788"|"Ocena pozytywna, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.170.2014.MB"|"2014-11-12"
"334795"|"Ocena kontroli - pozytywna"|"2012-08-02"
"334796"|"Ocena pozytywna, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.123.2014.DM"|"2014-08-05"
"334798"|"Ocena kontroli - pozytywna"|"2012-02-22"
"334798"|"Ocena pozytywna, zgodnie z wnioskami zawartymi w protokole kontroli znak: PS-III.9612.157.2015"|"2015-11-12"
"334799"|"Ocena kontroli - pozytywna"|"2012-02-15"
"334799"|"Ocena pozytywna z nieprawidłowościami, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.121.2015.DM"|"2015-10-27"
"334802"|"Ocena kontroli - pozytywna"|"2013-05-16"
"334805"|"Ocena kontroli - pozytywna z nieprawidłowościami"|"2013-08-27"
"334805"|"Ocena pozytywna z nieprawidłowościami, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.60.2015.OS"|"2015-05-19"
"334806"|"Ocena kontroli - pozytywna"|"2013-10-24"
"334806"|"Ocena pozytywna z nieprawidłowościami, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.134.2014.DM"|"2014-09-02"
"334807"|"Ocena kontroli - pozytywna"|"2013-05-21"
"334807"|"Ocena pozytywna z nieprawidłowościami, zgodnie z wnioskami zawartymi w protokole kontroli znak: PS-III.9612.70.2016.ET"|"2016-06-09"
"334811"|"Ocena kontroli - pozytywna"|"2013-01-17"
"334811"|"Ocena pozytywna z nieprawidłowościami, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.110.2013.AP"|"2014-06-11"
"334812"|"Ocena pozytywna z nieprawidłowościami, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.89.2014.MB"|"2014-05-22"
"334816"|"Ocena pozytywna, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.121.2014.MD"|"2014-07-31"
"334821"|"Ocena kontroli - pozytywna"|"2012-03-22"
"334821"|"Ocena pozytywna z nieprawidłowością, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.25.2016.DM"|"2016-03-14"
"334825"|"Ocena pozytywna z nieprawidłowościami, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.177.2014.AP"|"2014-12-09"
"334830"|"Ocena pozytywna, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.51.2015.OS"|"2015-04-29"
"334831"|"Ocena pozytywna z nieprawidłowościami, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.48.2015.ET"|"2015-04-23"
"334833"|"Ocena pozytywna, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.34.2014.ET"|"2014-03-20"
"334834"|"Ocena kontroli - pozytywna"|"2012-11-21"
"334834"|"Ocena pozytywna, zgodnie z wnioskami zawartymi w protokole kontroli znak: PS-III.9612.69.2016.DM"|"2016-06-14"
"334842"|"Ocena kontroli - pozytywna"|"2012-10-18"
"334843"|"Ocena kontroli - pozytywna"|"2012-11-13"
"334843"|"Ocena pozytywna z nieprawidłowościami, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.50.2016.ET"|"2016-04-21"
"334847"|"Ocena pozytywna, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.100.2015.AP"|"2015-09-04"
"334848"|"Ocena pozytywna, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.156.2014.ET"|"2014-10-20"
"334850"|"Ocena pozytywna, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.45.2016.AP"|"2016-04-15"
"334853"|"Ocena pozytywna, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.142.2015.ET"|"2015-11-10"
"334854"|"Ocena kontroli - pozytywna"|"2013-07-03"
"334855"|"Ocena kontroli - pozytywna"|"2013-09-12"
"334858"|"Ocena pozytywna, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.47.2015.ET"|"2015-04-22"
"334860"|"Ocena pozytywna, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.40.2015.DM"|"2015-04-21"
"334861"|"Ocena kontroli - pozytywna"|"2013-09-17"
"334878"|"Ocena pozytywna, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.51.2016.IG"|"2016-04-20"
"334897"|"Ocena pozytywna z nieprawidłowościami, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.13.2014.MD"|"2014-02-28"
"334902"|"Ocena kontroli - pozytywna z nieprawidłowościami"|"2013-08-12"
"334903"|"Ocena kontroli - pozytywna"|"2013-08-22"
"334905"|"Ocena pozytywna, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.117.2015.OS"|"2015-10-08"
"334908"|"Ocena pozytywna, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.38.2016.IG"|"2016-03-31"
"334910"|"Ocena kontroli - pozytywna"|"2013-04-30"
"334912"|"Ocena pozytywna, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.53.2014.ET"|"2014-04-16"
"334913"|"Ocena pozytywna, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.119.2015.MB            "|"2015-10-07"
"334915"|"Ocena pozytywna z nieprawidłowością, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.43.2016.ET"|"2016-04-13"
"334918"|"ocena pozytywna"|"2012-08-02"
"334919"|"Ocena kontroli - pozytywna"|"2012-08-02"
"334922"|"Ocena pozytywna, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.80.2015.IG"|"2015-06-11"
"334923"|"Ocena kontroli - pozytywna"|"2013-03-18"
"334925"|"Ocena kontroli - pozytywna z nieprawidłowościami"|"2013-02-20"
"334927"|"Ocena pozytywna, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.32.2016.ET"|"2016-03-22"
"334929"|"Ocena pozytywna, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.8.2015.ET"|"2015-02-04"
"334930"|"Ocena kontroli - pozytywna"|"2013-10-24"
"334936"|"Ocena pozytywna, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.56.2014.ET"|"2014-04-22"
"334938"|"Ocena kontroli - pozytywna"|"2013-06-12"
"334940"|"Ocena pozytywna, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.25.2015.OS"|"2015-03-12"
"334941"|"Ocena kontroli - pozytywna"|"2013-06-13"
"334943"|"Ocena kontroli - pozytywna"|"2012-10-23"
"334944"|"Ocena pozytywna, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.39.2015.OS"|"2015-04-15"
"334945"|"Ocena kontroli - pozytywna z nieprawidłowościami"|"2013-08-08"
"334946"|"Ocena pozytywna, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.119.2014.IG"|"2014-07-15"
"334948"|"Ocena kontroli - pozytywna"|"2012-08-09"
"334948"|"Ocena pozytywna, zgodnie z wnioskami zawartymi w protokole kontroli znak: PS-III.9612.55.2016.ET"|"2016-04-27"
"334949"|"Ocena kontroli - pozytywna"|"2012-02-22"
"334949"|"Ocena pozytywna, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.21.2016.ET"|"2016-03-07"
"334950"|"Ocena kontroli - pozytywna"|"2012-10-03"
"334951"|"Ocena kontroli - pozytywna"|"2012-11-14"
"334952"|"Ocena kontroli - pozytywna"|"2012-10-10"
"334953"|"Ocena pozytywna, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.85.2014.ET"|"2014-05-27"
"334954"|"Ocena kontroli - pozytywna"|"2012-10-10"
"334955"|"Ocena kontroli - pozytywna"|"2013-06-26"
"334956"|"Ocena kontroli - pozytywna"|"2012-10-23"
"334956"|"Ocena kontroli - pozytywna"|"2013-10-24"
"334956"|"Ocena pozytywna, zgodnie z wnioskami zawartymi w protokole kontroli znak: PS-III.9612.155.2015"|"2015-10-14"
"334957"|"Ocena kontroli - pozytywna z nieprawidłowościami"|"2013-07-17"
"334958"|"Ocena kontroli - pozytywna z nieprawidłowościami"|"2013-03-07"
"334959"|"Ocena kontroli - pozytywna"|"2013-04-17"
"334960"|"Ocena pozytywna, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.91.2015.AP"|"2015-07-21"
"334961"|"Ocena pozytywna, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.28.2014.ET"|"2014-03-13"
"334962"|"Ocena kontroli - pozytywna"|"2013-02-22"
"334963"|"Ocena kontroli - pozytywna"|"2013-09-09"
"334965"|"Ocena kontroli - pozytywna"|"2013-09-02"
"334966"|"Ocena kontroli - pozytywna"|"2013-06-27"
"334967"|"Ocena kontroli - pozytywna"|"2013-04-29"
"334968"|"Ocena kontroli - pozytywna z nieprawidłowościami"|"2013-04-24"
"334972"|"Ocena pozytywna z nieprawidłowościami, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.81.2014.AM"|"2014-06-02"
"334973"|"Ocena pozytywna, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.154.2014.DM"|"2014-10-29"
"334974"|"Ocena pozytywna z nieprawidłowościami, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.49.2015.AM"|"2015-04-24"
"334976"|"Ocena pozytywna, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.67.2014.ET"|"2014-05-08"
"334978"|"Ocena kontroli - pozytywna z nieprawidłowością"|"2013-04-30"
"334980"|"Ocena kontroli - pozytywna"|"2013-07-04"
"334983"|"Ocena kontroli pozytywna z nieprawidłowością"|"2013-10-30"
"334984"|"Ocena kontroli - pozytywna"|"2013-02-26"
"334986"|"Ocena pozytywna, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.77.2014.ET"|"2014-05-21"
"334987"|"Ocena pozytywna z nieprawidłowościami, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.45.2014.DM"|"2014-04-07"
"334987"|"Ocena pozytywna, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.55.2015.DM"|"2015-05-06"
"334988"|"Ocena kontroli - pozytywna"|"2012-03-07"
"334990"|"Ocena kontroli - pozytywna z nieprawidłowościami"|"2013-04-24"
"334995"|"Ocena pozytywna, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.66.2015.IG"|"2015-05-28"
"334997"|"Ocena kontroli - pozytywna"|"2013-02-12"
"335000"|"Ocena pozytywna, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.83.2015.DM"|"2015-06-25"
"335002"|"Ocena kontroli - pozytywna"|"2013-05-08"
"335004"|"Ocena pozytywna, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.107.2014.IG"|"2014-06-18"
"335005"|"Ocena kontroli - pozytywna"|"2013-09-12"
"335007"|"Ocena kontroli - pozytywna z nieprawidłowościami"|"2013-02-22"
"335008"|"Ocena pozytywna, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.29.2015.DM"|"2015-03-23"
"335009"|"Ocena pozytywna, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.30.2015.DM"|"2015-03-23"
"335010"|"Ocena kontroli - pozytywna"|"2012-08-16"
"335011"|"Ocena kontroli - pozytywna z nieprawidłowościami"|"2012-08-30"
"335011"|"Ocena kontroli - pozytywna"|"2013-02-15"
"335014"|"Ocena pozytywna z nieprawidłowościami, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.112.2015.AM"|"2015-09-24"
"335017"|"Ocena kontroli - pozytywna"|"2012-08-16"
"335023"|"Ocena kontroli - pozytywna"|"2012-09-20"
"335023"|"Ocena pozytywna, zgodnie z wnioskami zawartymi w protokole kontroli znak: PS-III.9612.65.2016.ET"|"2016-05-31"
"335026"|"Ocena kontroli - pozytywna"|"2012-08-16"
"335027"|"Ocena kontroli - pozytywna z nieprawidłowością"|"2013-05-14"
"335029"|"Ocena pozytywna z nieprawidłowością, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.72.2014.MD"|"2014-05-09"
"335030"|"Ocena kontroli - pozytywna"|"2013-09-05"
"335032"|"Ocena pozytywna, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.130.2014.IG"|"2014-08-20"
"335034"|"Ocena kontroli - pozytywna"|"2013-02-01"
"335038"|"Ocena pozytywna, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.62.2015.OS"|"2015-06-03"
"335041"|"Ocena pozytywna z nieprawidłowościami, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.39.2014.MB"|"2014-03-24"
"335043"|"Ocena pozytywna, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.127.2014.OS"|"2014-08-19"
"335045"|"Ocena kontroli - pozytywna"|"2012-02-29"
"335045"|"Ocena pozytywna, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.13.2016.ET"|"2016-02-16"
"335050"|"Ocena pozytywna z nieprawidłowościami, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.125.2015.DM"|"2015-10-19"
"335051"|"Ocena pozytywna, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.22.2016.OS"|"2016-03-09"
"335054"|"Ocena pozytywna, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.75.2014.DM"|"2014-05-26"
"335055"|"Ocena pozytywna, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.6.2016.ET"|"2016-02-11"
"335057"|"Ocena kontroli - pozytywna"|"2013-11-29"
"335058"|"Ocena kontroli - pozytywna"|"2013-01-30"
"335059"|"Ocena kontroli - pozytywna z nieprawidłowością"|"2013-08-23"
"335060"|"Ocena pozytywna z nieprawidłowościami, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.116.2015.DM"|"2015-10-05"
"335061"|"Ocena kontroli - pozytywna"|"2013-02-26"
"335062"|"Ocena kontroli - pozytywna z nieprawidłowościami"|"2013-03-22"
"335063"|"Ocena pozytywna, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.146.2015.AP"|"2015-11-16"
"335065"|"Ocena pozytywna, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.96.2015.OS"|"2015-08-19"
"335066"|"Ocena pozytywna z nieprawidłowościami, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.18.2014.AM"|"2014-02-20"
"335070"|"Ocena pozytywna z nieprawidłowościami, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.43.2015.DM"|"2015-04-24"
"335074"|"Ocena kontroli - pozytywna"|"2012-09-27"
"335074"|"Ocena pozytywna z nieprawidłowościami, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.18.2015.DM"|"2015-02-27"
"335079"|"Ocena kontroli - pozytywna"|"2012-02-14"
"335081"|"Ocena kontroli - pozytywna z nieprawidłowością"|"2013-07-08"
