"ID Księgi"|"Zakres"|"Data wystawienia"
"335169"|"Podmiot uprawniony do prowadzenia staży cząstkowych lekarzy w zakresie Medycyny Rodzinnej z 1 miejscem stażowym (wpisany na Listę Marszałka po uprzedniej akceptacji OIL) - poz. 61."|"2013-12-03"
"335207"|"Podmiot realizujący staż podyplomowy lekarzy dentystów (zawierajacy umowy o pracę) wpisany na Listę Marszałka."|"2010-03-16"
"335235"|"Podmiot realizujący staże podyplomowe lekarzy dentystów (zawierający umowę o pracę)  wpisany na Listę Marszałka po uprzedniej akceptacji Okręgowej Izby Lekarskiej, poz. 76"|"2004-10-18"
"335246"|"Podmiot realizujący staże podyplomowe lekarzy dentystów (zawierające umowy o pracę)  wpisany na Listę Marszałka po uprzedniej akceptacji Okręgowej Izby Lekarskiej - poz. 55."|"2005-02-14"
"335270"|"staż podyplomowy lekarzy stomatologów"|"2011-07-11"
"335314"|"Wpis na listę Ministra Zdrowia jednostek organizacyjnych prowadzących specjalizację w dziedzinie medycyny pracy."|"2003-04-11"
"335404"|"Leczenie nerwic"|"2000-12-15"
"335404"|"Psychiatria sądowa"|"2003-10-17"
"335404"|"Psychiatria - specjalizacja"|"2015-09-01"
"335414"|"Prowadzenie specjalizacji w dziedzinie balneologii i medycyny fizykalnej;Prowadzenie stażu kierunkowego w dziedzinie balneologii i medycyny fizykalnej"|"2007-03-23"
"335414"|"Prowadzenie specjalizacji w dziedzinie reumatologii; Prowadzenie stażu kierunkowego w dziedzinie reumatologii"|"2007-03-23"
"335414"|"Prowadzenie specjalizacji w dziedzinie rehabilitacji medycznej"|"2008-02-01"
"335414"|"Prowadzenie specjalizacji w dziedzinie reumatologii - dodatkowe miejsca; Prowadzenie stażu kierunkowego w dziedzinie reumatologii w ramach specj. z pediatrii"|"2010-11-03"
"335414"|"Prowadzenie stażu kierunkowego z rehabilitacji medycznej"|"2011-05-16"
"335416"|"Prowadzenie specjalizacji w dziedzinie chorób zakaźnych"|"2003-12-08"
"335416"|"Prowadzenie stażu kierunkowego w dziedzinie chorób zakaźnych w ramach specjalizacji z chorób zakaźnych i innych specjalności"|"2003-12-08"
"335416"|"Prowadzenie stażu kierunkowego w dziedzinie chorób płuc w ramach specjalizacji z chorób wewnętrznych"|"2006-03-28"
"335459"|"Oddział neurologii uprawniony do prowadzenia specjalizacji, oddział urologii uprawniony do prowadzenia specjalizacji, oddział chorób wewnętrznych uprawniony do prowadzenia specjalizacji, oddział otolaryngologii uprawniony do prowadzenia specjalizacji."|"1999-11-23"
"335459"|"Oddział ortopedii i traumatologii narządu ruchu uprawniony do prowadzenia specjalizacji, oddział chirurgii ogólnej i naczyniowej uprawniony do prowadzenia specjalizacji, oddział anestezjologii i intensywnej terapii uprawniony do prowadzenia specjalizacji. Komórki organizacyjne Szpitala Specjalistycznego w Wejherowie zaakceptowane przez Ministra Zdrowia do prowadzenia specjalizacji w dziedzinie medycyny rodzinnej. Oddział kardiologii  uprawniony do prowadzenia specjalizacji w chorobach wewnętrznych. Oddział Położnictwa i Ginekologii uprawniony do prowadzenia specjalizacji."|"1999-12-21"
"335459"|"Oddział ratunkowy uprawniony do prowadzenia specjalizacji, zakład diagnostyki obrazowej uprawniony do prowadzenia specjalizacji."|"2002-12-19"
"335459"|"Oddział neonatologii uprawniony do prowadzenia specjalizacji."|"2003-04-02"
"335459"|"Oddział pediatrii uprawniony do prowadzenia specjalizacji."|"2004-01-16"
"335459"|"Oddział kardilogii uprawniony do prowadzenia specjalizacji w kardiologii."|"2006-09-15"
"335459"|"Oddział okulistyki uprawniony do prowadzenia specjalizacji."|"2008-09-26"
"335459"|"Uprawnienia do prowadzenia stażu podyplomowego."|"1982-10-01"
"335459"|"Zakład patologii uprawniony do prowadzenia specjalizacji."|"2009-11-16"
"335728"|"Staże kierunkowe w ramach specjalizacji z: choroby wewnętrzne, medycyna rodzinna, ortopedia, rehabilitacja."|"2003-06-09"
"335728"|"Reumatologia - specjalizacja"|"2015-07-20"
"335753"|"Radiologia i diagnostyka obrazowa - specjalizacja"|"2016-05-04"
"335817"|"Wpis do rejestru podmiotów prowadzących kształcenie podyplomowe lekarzy i lekarzy dentystów nr 53-000037-001-0003"|"2012-11-08"
"335817"|"Wpis do rejestru podmiotów prowadzących kształcenie podyplomowe pielęgniarek i położnych nr 00013/00107"|"2011-04-12"
"335903"|"Medycyna rodzinna - specjalizacja"|"2014-04-11"
"336008"|"Kształcenie podyplomowe Pielęgniarek i Położnych w zakresie kursów specjalistycznych i kwalifikacyjnych."|"2013-08-29"
"336023"|"Staż podyplomowy - stomatologia"|"2009-10-01"
"336061"|"Uprawnienie do prowadzenia stazy podyplomowych"|"2004-10-01"
"336115"|"Medycyna rodzinna - specjalizacja"|"2014-04-11"
"336225"|"Podmiot uprawniony do prowadzenia staży podyplomowych lekarzy dentystow"|"2013-09-20"
"336500"|"Staż podyplomowy z zakresu stomatologii"|"2005-10-01"
"336867"|"Staż kierunkowy w zakresie leczenia uzależnień dzieci i młodzieży w ramach specjalizacji w dziedzinie psychiatrii dzieci i młodzieży."|"2009-01-15"
"336874"|"Staż poradniany z zakresu medycyny rodzinnej"|"2002-01-01"
"336886"|"Prowadzenie specjalizacji w dziedzinie medycyny nuklearnej."|"2010-06-30"
"336886"|"Prowadzenie staży kierunkowych w ramach specjalizacji z radiologii i diagnostyki obrazowej, kardiologii, endokrynologii"|"2011-04-13"
"336892"|"Protetyka stomatologiczna - specjalizacja"|"2009-10-07"
"336892"|"Protetyka stomatologiczna - staz kier."|"2009-10-07"
"336892"|"Periodontologia - staz kier."|"2009-10-07"
"337165"|"Prowadzenie staży podyplomowych lekarzy dentystów."|"2004-03-01"
"337255"|"Prowadzenie specjalizacji w dziedzinie chorób wewnętrznych"|"2003-02-14"
"337255"|"Prowadzenie specjalizacji w dziedzinie okulistyki"|"2003-02-24"
"337255"|"Prowadzenie specjalizacji w dziedzinie ortopedii i traumatologii narządu ruchu"|"2003-04-17"
"337271"|"Szkolenie specjalizacyjne w zakresie medycyny paliatywnej"|"2009-07-01"
"337271"|"Staże kierunkowe w zakresie medycyny paliatywnej (Oddział Medycyny Paliatywnej i Zespół Domowej Opieki Paliatywnej)"|"2002-07-26"
"337271"|"Staże kierunkowe w zakresie medycyny paliatywnej (Poradnia Medycyny Paliatywnej)"|"2003-10-30"
"337292"|"Prowadzenie staży podyplomowych lekarzy dentystów."|"2004-02-06"
"337292"|"Prowadzenie staży kierunkowych z dziedziny protetyki stomatologicznej."|"2008-11-20"
"337292"|"Prowadzenie specjalizacji w dziedzinie protetyki stomatologicznej."|"2008-11-20"
"337325"|"Prowadzenie specjalizacji z zakresu medycyny pracy"|"2000-02-29"
"337365"|"Prowadzenie specjalizacji w zakresiem ortopedii i traumatologii narządu ruchu."|"1999-03-01"
"337365"|"Prowadzenie specjalizacji w zakresie radiologii i diagnostyki obrazowej."|"2005-04-01"
"337365"|"Prowadzenie staży kierunkowych: tomografia komputerowa, rezonans magnetyczny, radiologia ogólna, radiologia onkologiczna."|"2005-04-01"
"337406"|"Prowadzenie specjalizacji z fizjoterapii"|"2006-04-01"
"337406"|"Prowadzenie specjalizacji i staży kierunkowych lekarzy w dziedzinie rehabilitacji medycznej"|"1995-04-03"
"337421"|"Prowadzenie szkolenia specjalizacyjnego z dziedziny medycyny i opieki paliatywnej"|"2005-06-16"
"337461"|"Prowadzenie stażu kierunkowego w ramach specjalizacji w dziedzinie psychiatrii: psychiatria podstawowa szpitalna, psychiatria choroby afektywne, psychiatria, psychiatria podstawowa poradniana, psychiatria konsultacyjna."|"2003-04-17"
"337461"|"Prowadzenie stażu kierunkowego z neurologii w ramach specjalizacji w dziedzinie psychiatrii."|"2005-03-31"
"337461"|"Prowadzenie stażu w ramach specjalizacji w dziedzinie neurologii"|"2006-03-28"
"337471"|"Medycyna rodzinna - specjalizacja"|"1999-09-01"
"337714"|"Prowadzenie specjalizacji w dziedzinie chorób wewnętrznych"|"2003-05-09"
"337714"|"Prowadzenie specjalizacji w dziedzinie chirurgii ogólnej"|"2007-03-27"
"337714"|"Prowadzenie specjalizacji w dziedzinie ortopedii i traumatologii narządów ruchu"|"2003-04-17"
"337790"|"Prowadzenie specjalizacji w zakresie chorób zakaźnych"|"2003-01-01"
"337790"|"Staże kierunkowe w: zakresie psychiatrii podstawowej, psychiatrii konsultacyjnej, stażu fakultatywnego psychiatrycznego (Dzienny Oddział Psychiatryczny, Rehabilitacyjny), w ramach specjalizacji w zakresie psychiatrii"|"2003-01-01"
"337790"|"Prowadzenie kształcenia podyplomowego: Profilatykta zakażeń HIV, diagnostyka i leczenie choroby AIDS"|"2011-04-01"
"337792"|"Prowadzenie specjalizacji w dziedzinie: stomatologii zachowawczej z endodoncją, protetyki stomatologicznej, chirurgii stomatologicznej, periodontologii, pedodoncji, ortodoncjiProwadzenie staży w dziedzinie: stomatologii zachowawczej z endodoncją, protetyki stomatologicznej, chirurgii stomatologicznej, periodontologii, pedodoncji i ortodoncji"|"2000-10-01"
"337836"|"Prowadzenie stażu podyplomowego z zakresu stomatologii"|"2002-02-01"
"337851"|"Chirurgia plastyczna - specjalizacja"|"2015-10-23"
"337893"|"Staż kierunkowy z psychiatrii w ramach specjalizacji w psychiatrii - 30 miejsc na rok"|"2003-07-01"
"337893"|"Staż kierunkowy z lecznictwa odwykowego w ramach specjalizacji w psychiatrii - 8 miejsc na rok"|"2003-07-01"
"337893"|"Staż kierunkowy z lecznictwa odwykowego w ramach specjalizacji w psychiatrii - 8 miejsc na rok"|"2003-07-01"
"337893"|"Staż kierunkowy z Fakultatywną - Oddział rehabilitacji psychiatrycznej w Dąbrówce w ramach specjalizacji w psychiatrii - 4 miejsca na rok"|"2003-07-01"
"337893"|"Staż kierunkowy z psychiatrii konsultacyjnej w ramach specjalizacji w psychiatrii - 2 miejsc na rok"|"2003-07-01"
"337893"|"Staż kierunkowy z psychiatrii w ramach specjalizacji w neurologii - 36 miejsc na rok"|"2003-07-01"
"337893"|"Staż kierunkowy z psychiatrii w ramach specjalizacji z medycyny rodzinnej - 36 miejsc na rok"|"2003-07-01"
"337893"|"Staż kierunkowy z psychiatrii w ramach specjalizacji z chorób wewnętrznych - 36 miejsc na rok w Poradni Zdrowia Psychicznego Szpitala"|"2003-07-01"
"337893"|"Staż kierunkowy z psychiatrii w ramach specjalizacji w geriatrii - 3 miejsca na rok"|"2003-07-01"
"337972"|"Specjalizacja w dziedzinie pediatrii (Oddział Pediatryczny)."|"2010-01-15"
"337972"|"Specjalizacja w dziedzinie psychiatrii dzieci i młodzieży."|"2004-06-01"
"337972"|"Specjalizacja w dziedzinie reumatologii."|"2005-04-21"
"337972"|"Staż kierunkowy z dziedziny psychiatrii dzieci i młodzieży (w ramach specjalizacji z psychiatrii)."|"2003-02-14"
"337972"|"Staż kierunkowy z dziedziny reumatologii ( w ramach specjalizacji z pediatrii)."|"2005-04-21"
"337972"|"Specjalizacja w dziedzinie chirurgii dziecięcej."|"2012-04-02"
"337972"|"Specjalizacja w dziedzinie pediatrii (Oddział Niemowlęcy i Patologii Noworodka)."|"2012-07-03"
"337972"|"Staż specjalizacyjny podstawowy II ( w ramach specjalizacji z psychiatrii dzieci i młodzieży)."|"2012-07-03"
"337985"|"Prowadzenie specjalizacji w dziedzinie choroby wewnętrzne  - Oddział Wewnętrzny, Oddział Kardiologiczny"|"2003-02-01"
"337985"|"Prowadzenie staży kierunkowych z dziedziny choroby wewnętrzne - Oddział Kardiologiczny, Oddział Neurologiczny, Oddział Pulmonologiczny"|"2003-02-01"
"337985"|"Prowadzenie staży kierunkowych z dziedziny medycyny paliatywnej - w stacjonarnej opiece paliatywnej - Oddział Opieki Paliatywnej"|"2004-02-01"
"337985"|"Prowadzenie specjalizacji w dziedzinie kardiologia - Oddział Kardiologiczny"|"2006-10-01"
"337985"|"Prowadzenie specjalizacji w dziedzinie rehabilitacja medyczna - Oddział Rehabilitacji Ogólnoustrojowej"|"2007-02-01"
"337985"|"Prowadzenie specjalizacji w dziedzinie choroby płuc - Oddział Pulmonologiczny"|"2010-10-01"
"338003"|"Pediatria - specjalizacja"|"2004-03-29"
"338003"|"Chirurgia dziecięca - specjalizacja"|"2011-04-13"
"338003"|"Chirurgia dziecięca - staż kierunkowy"|"2004-10-28"
"338003"|"Radiologia i diagnostyka obrazowa - specjalizacja"|"2003-04-10"
"338003"|"Onkologia i hematologia dziecięca - specjalizacja"|"2006-10-25"
"338003"|"Onkologia i hematologia dziecięca - staż"|"2004-10-28"
"338003"|"Neurologia dziecięca - specjalizacja"|"2009-11-05"
"338003"|"Neurologia dziecięca - staż"|"2006-06-30"
"338003"|"Otorynolaryngologia dziecięca - specjalizacja"|"2006-06-30"
"338003"|"Otorynolaryngologia - staż kier."|"2003-12-01"
"338003"|"Nefrologia dziecieca - specjalizacja"|"2014-08-21"
"338048"|"Prowadzenie staży podyplomowych.Prowadzenie specjalizacji w dziedzinach: protetyka, ortodoncja, chirurgia stomatologiczna, periodontologia, stomatologia zachowawcza z endodoncją."|"2002-01-02"
"338050"|"Rehabilitacja medyczna - specjalizacja"|"2011-01-18"
"338060"|"Prowadzenie specjalizacji w dziedzinie: chirurgia dziecięca, pediatria."|"2012-12-05"
"338060"|"Prowadzenie staży kierunkowych w dziedzinie: anestezjologia i intensywna terapia, chirurgia dziecięca, otolaryngologia."|"2012-12-05"
"338060"|"Radiologia i diagnostyka obrazowa - specjalizacja"|"2014-11-17"
"338078"|"Prowadzenie specjalizacji w dziedzinie chirurgii klatki piersiowej (Oddział Chirurgii Klatki Piersiowej)"|"1999-09-24"
"338078"|"Prowadzenie specjalizacji w dziedzinie chorób wewnętrznych (Oddział Chorób Wewnętrznych)"|"1999-10-20"
"338078"|"Prowadzenie specjalizacji w dziedzinie chorób płuc (wszystkie oddziały chorób płuc)"|"2008-09-19"
"338078"|"Prowadzenie stażu kierunkowego z chorób płuc (wszystkie oddziały chorób płuc)"|"2003-05-20"
"338191"|"Prowadzenie specjalizacji w dziedzinie: anestezjologia i intensywna terapia, chirurgia ogólna, choroby wewnętrzne, choroby zakaźne, ortopedia i traumatologia narządu ruchu, pediatria, położnictwo i ginekologia"|"2012-05-22"
"338508"|"Szkolenie specjalizacyjne lekarzy w dziedzinie chorób wewnętrznych, chirurgii ogólnej"|"2004-12-01"
"338508"|"Staże podyplomowe lekarzy"|"2006-10-01"
"338508"|"Szkolenie specjalizacyjne lekarzy w dziedzinie położnictwa i ginekologii"|"2007-08-25"
"338508"|"Szkolenie specjalizacyjne lekarzy w dziedzinie pediatrii"|"2012-11-01"
"338613"|"Endokrynologia ginekologiczna i rozrodczosc - specjalizacja"|"2015-09-04"
"338613"|"Endokrynologia ginekologiczna i rozrodczosc - staz kier."|"2015-05-04"
"338645"|"chirurgia naczyń"|"2003-03-07"
"338645"|"choroby wewnętrzne"|"2001-01-01"
"338645"|"kardiologia"|"2008-10-01"
"338645"|"dermatologia"|"2003-01-01"
"338645"|"nefrologia"|"2009-01-01"
"338645"|"rehabilitacja medyczna"|"2000-01-01"
"338645"|"reumatologia"|"1999-01-01"
"338645"|"neonatologia"|"2005-01-01"
"338645"|"pediatria"|"2005-01-01"
"338645"|"ginekologia i położnictwo"|"2011-06-28"
"338645"|"chirurgia ogólna"|"2000-01-01"
"338645"|"okulistyka"|"2005-01-09"
"338645"|"radiologia i diagnostyka obrazowa"|"1999-12-23"
"338656"|"anestezjologia i intensywna terapia"|"2003-02-24"
"338656"|"chirurgia ogolna"|"2002-12-02"
"338656"|"choroby wewnętrzne "|"2003-02-14"
"338656"|"choroby zakażne"|"2003-12-03"
"338656"|"dermatologia i wenerologia"|"2010-03-31"
"338656"|"kardiochirugia"|"2009-07-01"
"338656"|"kardiologia"|"2003-03-28"
"338656"|"medycyna ratunkowa"|"2005-03-31"
"338656"|"neonatologia"|"2006-10-25"
"338656"|"neurochirurgia"|"2002-12-02"
"338656"|"neurologia"|"2010-06-30"
"338656"|"okulistyka"|"2003-02-24"
"338656"|"ortopedia i traumatologia narządu ruchu"|"2002-12-02"
"338656"|"otorynolaryngologia"|"2003-02-14"
"338656"|"położnictwo i ginekologia"|"2004-03-29"
"338656"|"radiodiagnostyka i diagnostyka obrazowa"|"2004-03-29"
"338656"|"rehabilitacja medyczna"|"2003-02-14"
"338656"|"diabetologia"|"2003-12-17"
"338656"|"nefrologia"|"2006-10-25"
"338656"|"Pediatria - specjalizacja"|"2000-06-28"
"338656"|"Chirurgia dziecieca - specjalizacja"|"2000-06-28"
"338656"|"Ortopedia i traumatologia narzadu ruchu - specjalizacja"|"2002-03-01"
"338656"|"Radiologia i diagnostyka obrazowa - specjalizacja"|"2008-11-20"
"338656"|"Gastroenterologia dziecieca - specjalizacja"|"2015-01-27"
"338656"|"Endokrynologia i diabetologia dziecieca - specjalizacja"|"2014-08-28"
"338657"|"Specjalizacja i staż kierunkowy w dziedzinie: Chirurgii Ogólnej"|"2003-03-28"
"338657"|"Specjalizacja w dziedzinie: Chorób Wewnętrznych"|"2003-02-14"
"338657"|"Specjalizacja i staż kierunkowy w dziedzinie: Ortopedii i Traumatologii Narządu Ruchu"|"2003-04-17"
"338657"|"Specjalizacja w dziedzinie: Położnictwa i Ginekologii"|"2007-06-29"
"338657"|"Specjalizacja i staż kierunkowy w dziedzinie: Reumatologii"|"2003-06-09"
"338657"|"Medycyna ratunkowa - specjalizacja"|"2005-03-31"
"338668"|"W ramach specjalizacji z psychiatrii staż kierunkowy: lecznictwo odwykowe i podstawowy-szpitalny"|"2003-02-14"
"338668"|"W ramach specjalizacji z psychaitrii staż kierunkowy: leczenie nerwic"|"2012-11-06"
"338668"|"W ramach specjalizacji z psychiatrii staż kierunkowy: podstawowy-poradniany"|"2013-07-09"
"338668"|"Prowadzenie specjalizacji w dziedzinie psychiatrii"|"2013-07-09"
"338668"|"Psychiatria dzieci i mlodziezy - specjalizacja"|"2013-10-01"
"338668"|"Psychiatria dzieci i mlodziezy - staz kier."|"2013-10-01"
"338776"|"prowadzenie specjalizacji w dziedzinie rehabilitacji na obszarze Rzeczypospolitej Polskiej."|"2011-11-08"
"338776"|"Balneologia i medycyna fizykalna - specjalizacja"|"2014-12-19"
"338844"|"Anestezjologia i Intensywna Terapia"|"2003-02-24"
"338844"|"Choroby Wewnętrzne"|"2003-02-14"
"338844"|"Chirurgia Ogólna"|"2002-12-02"
"338844"|"Kardiologia"|"2008-02-01"
"338844"|"Medycyna Ratunkowa"|"2004-03-29"
"338844"|"Nefrologia"|"2002-01-17"
"338844"|"Staż kierunkowy: Nefrologia"|"2003-04-25"
"338844"|"Neurologia, Ortopedia i Traumatologia Narządu Ruchu"|"2002-12-02"
"338844"|"Położnictwo i Ginekologia"|"2002-07-26"
"338844"|"Staż kierunkowy: Psychiatria"|"2003-02-14"
"338844"|"Staż kierunkowy: Psychiatria"|"2009-07-01"
"338844"|"Radiologia i Diagnostyka Obrazowa"|"2002-01-17"
"338844"|"Rehabilitacja Medyczna, Pediatria"|"2008-02-01"
"338844"|"Reumatologia"|"2002-12-02"
"338844"|"Psychiatria - specjalizacja"|"2013-11-05"
"339053"|"Choroby wewnętrzne - specjalizacja"|"2008-07-01"
"339053"|"Chirurgia ogólna - specjalizacja"|"2004-03-29"
"339053"|"Neurologia - specjalizacja"|"2003-10-17"
"339053"|"Pediatria - specjalizacja"|"2010-06-30"
"339053"|"Położnictwo i ginekologia - specjalizacja"|"2012-07-03"
"339053"|"Psychiatria - staż kier."|"2005-03-31"
"339053"|"Ortopedia i traumatologia narządu ruchu - specjalizacja"|"2008-07-01"
"339054"|"Medycyna pracy - specjalizacja"|"1992-02-01"
"339055"|"Medycyna rodzinna - specjalizacja"|"2015-12-04"
"339097"|"Radiologia i diagnostyka obrazowa - staz kier."|"2013-01-16"
"339097"|"Radioterapia onkologiczna - specjalizacja"|"2013-09-26"
"339097"|"Radioterapia onkologiczna - staz kier."|"2013-09-26"
"339150"|"Prowadzenie specjalizacji w dziedzinach: chirurgia dziecięca, medycyna ratunkowa, neurologia dziecięca, onkologia i hematologia dziecięca, ortopedia i traumatologia narządu ruchu, otorynolaryngologia dziecięca, pediatria, radiologia i diagnostyka obrazowa, stomatologia dziecięca."|"2012-02-07"
"339150"|"Prowadzenie stażów kierunkowych z dziedziny: anestezjologia i intensywna terapia dziecięca, chirurgia dziecięca, choroby zakaźne, endokrynologia, neurologia dziecięca, okulistyka dziecięca, onkologia i hematologia dziecięca, ortopedia dziecięca, otorynolaryngologia dziecięca, pediatria, radiodiagnostyka pediatryczna, rehabilitacja dziecięca, reumatologia, stomatologia dziecięca."|"2012-02-07"
"339150"|"Prowadzenie specjalizacji w dziedzinie: neonatologia."|"2013-05-07"
"339150"|"Prowadzenie stażów kierunkowych z dziedziny: neonatologia."|"2013-05-07"
"339150"|"Chirurgia szczękowo-twarzowa - specjalizacja"|"2014-07-04"
"339150"|"Chirurgia szczękowo-twarzowa - staż kier."|"2014-07-04"
"339198"|"szkolenie specjalizacyjne - chirurgia ogólna"|"2002-07-26"
"339198"|"szkolenie specjalizacyjne - choroby wewnętrzne"|"2003-02-14"
"339198"|"staż kierunkowy - choroby wewnętrzne"|"2002-12-02"
"339198"|"szkolenie specjalizacyjne - ortopedia i traumatologia narządu ruchu"|"2007-10-16"
"339198"|"staż podyplomowy lekarza "|"2004-01-01"
"339239"|"Choroby wewnetrzne - specjalizacja"|"2004-03-29"
"339239"|"Choroby zakazne - specjalizacja"|"2014-11-12"
"339239"|"Ortopedia i traumatologia narzadu ruchu - specjalizacja"|"2014-11-28"
"339283"|"Choroby wewnętrzne - specjalizacja"|"1995-12-12"
"339283"|"Pediatria - specjalizacja"|"2015-12-22"
"339319"|"Akredytacja w zakresie prowadzenia specjalizacji w dziedzinie medycyny paliatywnej"|"2003-10-30"
"339344"|"Pediatria - staz kier."|"2015-10-01"
"339357"|"Medycyna rodzinna - specjalizacja"|"2015-06-26"
"339357"|"Medycyna rodzinna - staz kier."|"2015-06-26"
"339360"|"Psychiatria - specjalizacja"|"2010-01-15"
"339360"|"Psychiatria dzieci i mlodziezy - specjalizacja"|"2008-07-01"
"339360"|"Psychiatria - staz kier."|"2004-03-29"
"339360"|"Psychiatria dzieci i mlodziezy - staz kier."|"2008-07-01"
"339378"|"prowadzenie specjalizacji i staży kierunkowych w zakresie protetyki stomatologicznej"|"2002-09-30"
"339378"|"prowadzenie staży podyplomowych lekarzy dentystów"|"1998-01-31"
"339411"|"Kontrola pozytywna ze stwierdzonymi nieprawidłowościami.Podmiot leczniczy wykonał zalecenia pokontrolne wydane na podstawie stwierdzonych podczas czynności kontrolnych nieprawidłowości zawartych w protokole kontroli. "|"2012-04-12"
"339416"|"Medycyna rodzinna - specjalizacja"|"2015-10-05"
"339418"|"Specjalizacje w dziedzinie chirurgii ogólnej"|"2002-07-26"
"339418"|"Specjalizacje w dziedzinie ortopedii i traumatologii narządu ruchu"|"2002-07-26"
"339418"|"Specjalizacje w dziedzinie neurochirurgii"|"2002-07-26"
"339418"|"Specjalizacje w dziedzinie otorynolaryngologii"|"2002-07-26"
"339418"|"Staże kierunkowe - otorynolaryngologia"|"2002-07-26"
"339418"|"Specjalizacje w dziedzinie chorób wewnętrznych"|"2002-07-26"
"339418"|"Specjalizacje w dziedzinie położnictwa i ginekologii"|"2002-07-26"
"339418"|"Specjalizacje w dziedzinie pediatrii"|"2002-07-26"
"339418"|"Specjalizacje w dziedzinie neurologii"|"2002-08-29"
"339418"|"Specjalizacje z dziedziny reumatologii"|"2002-12-02"
"339418"|"Staże kierunkowe - neonatologia"|"2003-02-14"
"339418"|"Specjalizacje z dziedziny okulistyki"|"2003-02-24"
"339418"|"Staże kierunkowe - gastroenterologia"|"2003-02-24"
"339418"|"Specjalizacje w dziedzinie onkologii klinicznej"|"2003-03-28"
"339418"|"Staże kierunkowe - onkologia kliniczna"|"2003-03-28"
"339418"|"Specjalizacje w dziedzinie anestezjologii i intensywnej terapii"|"2003-04-11"
"339418"|"Specjalizacje w dziedzinie chirurgii naczyniowej"|"2003-04-11"
"339418"|"Staże kierunkowe - dermatologia i wenerologia"|"2003-07-07"
"339418"|"Specjalizacje w dziedzinie kardiologii"|"2003-10-30"
"339418"|"Specjalizacje w dziedzinie medycyny rodzinnej"|"2003-12-01"
"339418"|"Staże kierunkowe - chirurgia szczękowo-twarzowa"|"2003-12-15"
"339418"|"Specjalizacje w dziedzinie medycyny ratunkowej"|"2004-03-29"
"339418"|"Specjalizacje w dziedzinie radiologii i diagnostyki obrazowej"|"2004-03-29"
"339418"|"Specjalizacje w dziedzinie chirurgii onkologicznej"|"2004-03-29"
"339418"|"Staże kierunkowe - chirurgia onkologiczna"|"2004-03-29"
"339418"|"Staże kierunkowe - położnictwo i ginekologia"|"2004-10-28"
"339418"|"Staże kierunkowe - anestezjologia i intensywna terapia"|"2004-11-10"
"339418"|"Specjalizacje w dziedzinie neonatologii"|"2005-03-31"
"339418"|"Specjalizacje w dziedzinie urologii"|"2005-10-27"
"339418"|"Staże kierunkowe - diabetologia"|"2005-10-27"
"339418"|"Specjalizacje w dziedzinie gastroenterologii"|"2006-06-30"
"339418"|"Staże kierunkowe - kardiologia"|"2007-06-29"
"339418"|"Specjalizacje z dziedziny chirurgii stomatologicznej"|"2008-11-20"
"339418"|"Staże kierunkowe - endokrynologia"|"2009-01-16"
"339418"|"Specjalizacje w dziedzinie dermatologii i wenerologii"|"2010-03-31"
"339418"|"Specjalizacje w dziedzinie chirurgii szczękowo - twarzowej"|"2013-02-05"
"339418"|"Specjalizacje w dziedzinie diabetologii"|"2013-05-07"
"339418"|"Specjalizacje w dziedzinie endokrynologii"|"2013-08-27"
"339576"|"Rehabilitacja medyczna - specjalizacja"|"2003-01-01"
"339576"|"Rehabilitacja medyczna - staz kier."|"2003-01-01"
"339623"|"Prowadzenie stażu kierunkowego z medycyny rodzinnej staż w praktyce lekarza rodzinnego"|"2011-06-01"
"339671"|"staże specjalizacyjny z radiologii i diagnostyki obrazowej"|"2011-11-08"
"339671"|"staże specjalizacyjne z ortopedii i traumatologii ruchu"|"2006-04-27"
"339671"|"staże specjalizacyjne z medycyny ratunkowej"|"2003-10-17"
"339671"|"staże specjalizacyjne z chorób wewnętrznych"|"2003-02-14"
"339671"|"staże specjalizacyjne z chirurgii ogólnej"|"2002-12-02"
"339671"|"Pediatria - specjalizacja"|"2015-01-05"
"339671"|"Poloznictwo i ginekologia - staz kier."|"2014-04-01"
"339785"|"Protetyka stomatologiczna - specjalizacja"|"2010-10-01"
"339785"|"Protetyka stomatologiczna - staz kier."|"2010-10-01"
"339785"|"Uprawnienie do prowadzenia stazy podyplomowych"|"2007-10-01"
"339824"|"Specjalizacja - choroby wewnętrzne"|"2001-10-17"
"339824"|"Staże kierunkowe - anestezjologia i intensywna terapia"|"2003-04-11"
"339824"|"Specjalizacja - chirurgia ogólna"|"2003-12-01"
"339824"|"Staże kierunkowe - chirurgia ogólna"|"2006-03-28"
"339824"|"Specjalizacja - anastezjologia i intensywna terapia"|"2008-11-20"
"339824"|"Specjalizacja - pediatria"|"2010-11-03"
"339833"|"Prowadzenie specjalizacji z zakresu chorób wewnętrznych."|"2003-02-14"
"339833"|"Prowadzenie specjalizacji z zakresu chirurgii ogólnej."|"2003-03-28"
"339833"|"Prowadzenie specjalizacji z zakresu pediatrii."|"2013-01-16"
"339930"|"stwierdzono uchybienia i wydano zalecenia pokontrolne"|"2012-01-26"
"339930"|"bez zastrzeżeń"|"2012-07-16"
"339984"|"Prowadzenie stażu kierunkowego z dziedziny medycyny rodzinnej (staż w praktyce lekarza rodzinnego) na obszarze Rzeczpospolitej Polskiej."|"2011-08-01"
"340167"|"Specjalizacje w dziedzinie kardiologii"|"2008-09-15"
