ID apteki	Nazwa	Status	Numer zezwolenia	Data wydania zezwolenia	Data cofnięcia zezwolenia	Data wygaszenia zezwolenia	Data uprawomocnienia zezwolenia	Data uprawomocnienia cofnięcia/wygaszenia zezwolenia	Data nadania rygoru natychmiastowej wykonalności dla cofnięcia zezwolenia	Sygnatura sprawy dla cofniecia/wygaszenia zezwolenia	Województwo	Powiat	Gmina	Rodzaj ulicy	Ulica	Numer Budynku	Numer Lokalu	Miejscowość	Kod pocztowy	Poczta	Simc	Terc	Ulic
1205813	OBORNICKIE CENTRUM ZDROWIA	aktywna	39/2016	2016-05-30							WIELKOPOLSKIE	obornicki	Oborniki (miasto w gminie miejsko-wiejskiej)	ul.	Obrzycka	68		Oborniki	64-600	OBORNIKI	971181	3016014	14674
1045152	OBOK PRZYCHODNI	aktywna	WIFPOA.85200.25.2012	2012-08-23			2012-08-23				wielkopolskie	Poznań	Kórnik	ul.	POZNAŃSKA	32		KÓRNIK	62-035		970922	3021094	17394
1160744	OAZOWA	aktywna	FAA-2019/A/90	1990-11-15			2002-01-23				dolnośląskie	wałbrzyski	Wałbrzych	ul.	Grodzka	32		Wałbrzych	58-314				
1021666	OAK	aktywna	PWIF-A/38/06	2006-12-18			2006-12-18				PODLASKIE	hajnowski	Hajnówka (gmina miejska)	ul.	3 Maja	55A		Hajnówka	17-200	Hajnówka	923035	2005011	11937
1045769	O.K. APTEKA	aktywna	WIF.PO.A-82400/52/10	2010-12-21			2010-12-21				wielkopolskie	Poznań	Poznań-Stare Miasto (delegatura)	pl.	Wielkopolski	3A		Poznań	61-746	POZNAŃ	970224	3064059	24098
1051027	O.K. APTEKA	aktywna	WIIF.PO.A-8240.1/2A/2001	2001-01-10			2001-01-24				wielkopolskie	poznański	Poznań	ul.	PIĄTKOWSKA	161		POZNAŃ	60-650				
1051294	O.K. APTEKA	aktywna	FAPO-I-9211-16 B/95	1995-07-21			1995-08-04				WIELKOPOLSKIE	Poznań	Poznań-Stare Miasto (delegatura)	ul.	Słowiańska	38H		Poznań	61-664	POZNAŃ	970224	3064059	20294
1137666	NZOZ Zgromadzenia Sióstr Św. Elżbiety	aktywna	WIF-WR-I.8540.59.2013	2013-12-05			2013-12-05				dolnośląskie	jeleniogórski	Podgórzyn		Miłków	67		Miłków	58-535				
1117908	"NZOZ Zakład Pielęgnacyjno - Opiekuńczy ""Zacisze"" Pielęgniarki i Położne Ewa stanek, Bożena Mitka"	aktywna	FAKR-I.8540.33.3013	2013-08-02			2013-08-02				małopolskie	olkuski	Olkusz			51		Zimnodół	32-300				
1124912	NZOZ TY I DZIECKO	aktywna	WIFPOA.85402.22.2013	2013-08-30			2013-09-12				wielkopolskie	Poznań	Poznań	os.	JANA III SOBIESKIEGO	103		POZNAŃ	60-688		970224	3064059	20429
1073884	NZOZ SZPITAL IM. DR B. HAGERA W TARNOWSKICH GÓRACH	aktywna	ŚLWIF.KA-4400-06/10	2010-01-23			2010-10-29				śląskie	tarnogórski	Tarnowskie Góry		PYSKOWICKA	47-51		TARNOWSKIE GÓRY	42-612		943813	2413041	18230
1016799	NZOZ Szpital Geriatryczny im. Jana Pawła II w Katowicach	aktywna	ŚlWIF.KA.8544.64.2012	2012-12-14							śląskie	Katowice	Katowice		Morawa	31		Katowice	40-353		937474	2469011	13264
1136386	NZOZ Sudeckie Centrum Zdrowia	aktywna	WIF-WR-I.8540.31.2013	2013-06-13			2013-06-13				dolnośląskie	dzierżoniowski	Pieszyce	pl.	Zamkowy	10		Pieszyce	58-250		984396	202031	25554
1176372	NZOZ SPEC MED - Chirurgia Jednego Dnia	aktywna	FAKR-I.8540.17.2014	2014-09-02			2014-09-02				MAŁOPOLSKIE	nowotarski	Rabka-Zdrój (miasto w gminie miejsko-wiejskiej)	ul.	Orkana	20B		Rabka-Zdrój	34-700		962503	1211124	15139
1198550	NZOZ Prywatna Klinika Psychiatryczna Invetiva	aktywna	FŁ-II.8540.9.2013	2013-07-30			2013-08-14				ŁÓDZKIE	łódzki wschodni	Tuszyn (miasto w gminie miejsko-wiejskiej)	ul.	Polna	16	20	Tuszyn	95-080		968569	1006114	17011
1135672	NZOZ Poradnia Opieki Hospicyjno-Paliatywnej	aktywna	WIF-WR-I.8540.3.2013	2013-01-22			2013-01-22				dolnośląskie	wałbrzyski	Wałbrzych	ul.	Krasińskiego	8		Wałbrzych	58-309				
1172464	NZOZ Pomorskie Centra Kardiologiczne - Mrągowo	aktywna	WIFOL.8540.1.2014	2014-03-13			2014-04-01				WARMIŃSKO-MAZURSKIE	mrągowski	Mrągowo (gmina miejska)		Wolności	12		Mrągowo	11-700	Mrągowo	964896	2810011	
1112813	NZOZ NOWMED - Szpital	aktywna	ŚlWIF.KA.8544.74.2012	2013-01-16			2013-01-31				śląskie	Katowice	Katowice	ul.	Legnicka	7		Katowice	40-628		937474	2469011	10780
1114923	NZOZ MW-MED	aktywna	FAKR-I.8540.25.2013	2013-04-30			2013-04-30				małopolskie	Kraków	Kraków	ul.	Dobrego Pasterza	207 A		Kraków	41-416		950718	1261039	3939
1170667	NZOZ MEDICUS Dolnośląskie Centrum Laryngologii we Wrocławiu Lecznictwo Szpitalne	aktywna	WIF-WR-I.8540.73.2013	2014-02-28							DOLNOŚLĄSKIE	Wrocław	Wrocław-Śródmieście (delegatura)	ul.	kard. Stefana Wyszyńskiego	110		Wrocław	50-307	wrocław	986952	264069	25107
1170229	NZOZ Medicus Centrum Medyczne Spółka z ograniczoną odpowiedzialnością	aktywna	DNAiH.8540.2.2014	2014-02-03			2014-02-18				ŚLĄSKIE	Jastrzębie-Zdrój	Jastrzębie-Zdrój (gmina miejska)	ul.	Dębowa	18		Jastrzębie-Zdrój	44-330	Jastrzębie-Zdrój	940163	2467011	3811
1193224	NZOZ Łęczyckie Centrum Kardiologii Inwazyjnej i Angiologii	aktywna	FŁ-SK.8540.2.2012	2012-08-21			2012-09-05				ŁÓDZKIE	łęczycki	Łęczyca (gmina miejska)	ul.	Zachodnia	6		Łęczyca	99-100		969250	1004011	25305
1184289	NZOZ EUROMED	aktywna	WIFPOA.85402.02.2015	2015-01-13			2015-01-28				WIELKOPOLSKIE	Konin	Konin (gmina miejska)	ul.	Tadeusza Szeligowskiego	1		Konin	62-510	konin	948667	3062011	21903
1134763	"NZOZ Centrum Rehbilitacji i Reumatologii ""Goplana"""	aktywna	WIIF.WR-I-8250-18/03								dolnośląskie	lwówecki	Świeradów-Zdrój	ul.	Piłsudskiego	33		Świeradów Zdrój	59-850				
1057270	"NZOZ Centrum Opieki i Rehabilitacji ""Zdrowie"""	aktywna	ŚlWIF.KA.8544.47.2012	2012-08-20							śląskie	Częstochowa	Częstochowa		ul. Łukasińskiego	42	48	Częstochowa	42-200				
1113654	"NZOZ Centrum Medyczne ""BOMED"""	aktywna	FAKR-I.8540.1.18.2013	2013-02-18			2013-02-18				małopolskie	Kraków	Kraków	ul.	Fieldorfa Nila	14	JU1	Kraków	31-209				
1180547	NZOZ Centrum Leczenia Wad Zgryzu Szpital Jednodniowy	aktywna	WIF.WA.I.8540.20.32.2014.IG	2014-11-26							MAZOWIECKIE	Warszawa	Włochy (dzielnica)	ul.	Łuczek	4		Warszawa	02-434	Warszawa	988862	1465178	11734
1134749	NZOZ Centrum Badań Klinicznych - Ośrodek Badań Wczesnej Fazy	aktywna	WIF-WR-I.8540.10.2012	2012-06-12			2012-06-12				dolnośląskie	wrocławski	Wrocław	ul.	Długosza	4		Wrocław	51-162				
1114421	NZOZ CENTERMED Szpital i Przychodnia	aktywna	FAKR-I.8540.32.2012	2013-02-20			2013-02-20				małopolskie	Kraków	Kraków	ul.	św. Łazarza	14		Kraków	31-530				
1205656	NZOZ BONA MED ZAKŁAD OPIEKUŃCZO-LECZNICZY	aktywna	FAKR-I.8540.2.2016	2016-05-24			2016-05-24				MAŁOPOLSKIE	Kraków	Kraków-Krowodrza (delegatura)	ul.	ks. Kazimierza Siemaszki	17c		Kraków	31-202		950470	1261029	19803
1123007	"NZOZ ""PROSTA-LITH"""	aktywna	WIF-KI-WSN.85406.2012	2012-11-20			2012-12-04				świętokrzyskie	Kielce	Kielce	ul.	Jagiellońska	13		Kielce	25-613	Kielce	945930	2661011	7029
1204913	"NZOZ ""PRO-FEMINA"" PIOTR PIECH I IN. SPÓŁKA JAWNA - CHIRURGIA KRÓTKOTERMINOWA"	aktywna	DNA.8540.2.6.2016	2016-04-20			2016-05-04				ŚLĄSKIE	będziński	Będzin (gmina miejska)	ul.	Krośnieńska	1		Będzin	42-500	Będzin	937899	2401011	9965
1113665	"NZOZ ""OKO-TEST"" Diagnostyka i Chirurgia Oka 02 Chirurgia Jednego Dnia"	aktywna	FAKR-I.8540.26.2012	2012-12-21			2012-12-21				małopolskie	nowotarski	Nowy Targ - miasto	ul.	Szpitalna	14		Nowy Targ	34-400				
1170680	"NZOZ ""FENIKS"" Zakład Opiekuńczo-Leczniczy"	aktywna	WIF-WR-I.8540.75.2013	2014-01-22							DOLNOŚLĄSKIE	milicki	Krośnice (gmina wiejska)	ul.	Kwiatowa	12		Krośnice	56-320	Krośnice	876420	213022	10562
1114325	"NZOZ ""DOM-MED"""	aktywna	FAKR-I.8540.28.2012	2013-01-18			2013-01-18				małopolskie	Kraków	Kraków	ul.	Helclów	2		Kraków	31-148		951327	1261059	6572
1198611	"NZOZ 'MEDYK"""	aktywna	8540.22.2015	2015-10-23			2015-11-06				ŚWIĘTOKRZYSKIE	sandomierski	Koprzywnica (miasto w gminie miejsko-wiejskiej)	ul.	Szkolna	12		Koprzywnica	27-660	Koprzywnica	796588	2609044	21970
1142461	NZOZ  VIVA Sp. z o.o.  Apteka	aktywna	FARZ.DA.420/1378/10	2010-08-25			2010-08-25				podkarpackie	krośnieński	Dukla	ul.	Słowacka	11		Dukla	38-450		952924	1807024	20282
1123216	NZOL Koniemłoty Dział Farmacji	aktywna	WIF-KI-WSN.8540.12.2013	2013-07-02			2013-07-16				świętokrzyskie	staszowski	Staszów	ul.	Plac Księdza Romana Kotlarza	9		Koniemłoty	28-200	Staszów			
1165023	NUMER JEDEN	aktywna	671	2013-04-25			2013-04-25				ZACHODNIOPOMORSKIE	stargardzki	Stargard Szczeciński (gmina miejska)	ul.	Marszałka Józefa Piłsudskiego	16	2	Stargard Szczeciński	73-110	Stargard Szczeciński	979596	3214011	36029
1167384	NUMER JEDEN	aktywna	427	2007-11-23							ZACHODNIOPOMORSKIE	Szczecin	Szczecin (gmina miejska)	ul.	Odzieżowa	7		Szczecin	71-502	Szczecin	977976	3262011	14779
1167392	NUMER JEDEN	aktywna	621	2011-12-23							ZACHODNIOPOMORSKIE	Szczecin	Szczecin (gmina miejska)	ul.	Jagiellońska	44		Szczecin	70-382	Szczecin	977976	3262011	7029
1001332	NSZOZ Centrum Medyczne VISUS	aktywna	8540.3.2012	2012-07-10			2012-07-11				świętokrzyskie	starachowicki	Starachowice	ul.	H. Sawickiej	3		Starachowice	27-200	Starachowice			
1122120	NSZOZ  NOVAMED	aktywna	DNAiH.8540.71.2013	2013-12-31			2014-01-15				ŚLĄSKIE	Żory	Żory (gmina miejska)	ul.	Osińska	2		Żory	44-240		945746	2479011	15312
1140348	Nr 33-012	aktywna	0	1996-03-01			1996-03-01				zachodniopomorskie	Koszalin	Koszalin	ul.	Kościuszki	7		Koszalin	75-405		949448	3261011	9582
1063444	NR 1	aktywna	SLWIFKA-4100-193/07	2007-10-30			2007-10-30				śląskie	kłobucki	Kłobuck		PLAC WITOSA	9		KAMYK	42-125				
1023373	NOWY ŚWIAT	aktywna	PWIF-A/19/2003	2003-07-03			2003-07-03				PODLASKIE	Białystok	Białystok (gmina miejska)	ul.	Nowy Świat	6		Białystok	15-453		922410	2061011	14535
1102135	Nowy Szpital w Nakle i w Szubinie Spółka z ograniczoną odpowiedzialnością	aktywna	Nr 4/2011	2011-07-14			2011-08-02				kujawsko-pomorskie	nakielski	Nakło nad Notecią	ul.	Adama Mickiewicza	7		Nakło Nad Notecią	89-100		929463	410034	44663
1136406	Nowy	aktywna	FARZ.DN.8530.337.2012	2013-01-14			2013-01-30				podkarpackie	rzeszowski	Lubenia			385		Siedliska	36-042				
1166441	Nowy	aktywna	FARZ.DN.8530.371.2014	2014-02-18			2014-03-06				podkarpackie	strzyżowski	Czudec			205		Babica	38-120				
1190380	Nowodworskie Centrum Medyczne w Nowym Dworze Mazowieckim	aktywna	WIF.WA.I.8540.4.4.2015.IG	2015-06-26			2015-07-11				MAZOWIECKIE	nowodworski	Nowy Dwór Mazowiecki (gmina miejska)	ul.	Miodowa	2		Nowy Dwór Mazowiecki	05-100	Nowy Dwór Mazowiecki	921148	1414011	12991
1029125	Nowodworska	aktywna	WIIF-GD/9211/A-421/2000	2000-09-28			2000-09-28				POMORSKIE	nowodworski	Nowy Dwór Gdański (miasto w gminie miejsko-wiejskiej)	ul.	Ernesta Wejhera	13		Nowy Dwór Gdański	82-100		932880	2210024	23839
1094671	NOWE MIASTO	aktywna	WIF.WA.4100/129/07	2007-10-26			2007-11-10				MAZOWIECKIE	grójecki	Nowe Miasto nad Pilicą (miasto w gminie miejsko-wiejskiej)	ul.	Spacerowa	1		Nowe Miasto nad Pilicą	26-420	Nowe Maisto nad Pilicą	973725	1406084	20641
1146663	Nowe Miasto	aktywna	FARZ.DA.8520.1417.2011	2011-02-04			2011-02-04				podkarpackie	rzeszowski	Rzeszów	ul.	Pelczara	6		Rzeszów	35-312				
1086718	NOWE BIELANY	aktywna	WIF.WA.4100/51/10	2010-06-25			2010-07-10				MAZOWIECKIE	Warszawa	Bielany (dzielnica)	ul.	Jana Kasprowicza	119A	2U/3U	Warszawa	01-949	Warszawa	988804	1465048	8153
1096861	NOWAKIEWICZ I WSPÓLNICY SP. J	aktywna	WIF.WA.4100/75/07	2007-06-05			2007-06-20				MAZOWIECKIE	łosicki	Sarnaki (gmina wiejska)	ul.	Jana Kilińskiego	4A		Sarnaki	08-220	Sarnaki	19063	1410052	8435
1020875	Nowa Złotno	aktywna	FŁ-VII-4010-571/A/07	2007-04-27			2007-05-11				ŁÓDZKIE	Łódź	Łódź-Polesie (delegatura)	ul.	Złotno	60/62		Łódź	94-221		958269	1061049	
1028605	Nowa s.c.	aktywna	WIIF-GD/9211/A-346/99	1999-10-22			1999-10-22				pomorskie	człuchowski	Debrzno	ul.	Kościuszki	3	5	Debrzno	77-310		977338	2203044	9582
1116979	NOWA S.C	aktywna	WIF.WA.4100/19/09	2009-02-17			2009-03-03				MAZOWIECKIE	płocki	Drobin (miasto w gminie miejsko-wiejskiej)	ul.	Płocka	28		Drobin	09-210	Drobin	563223	1419054	16511
1171905	NOWA RZECZYCKA	aktywna	LU-WIF.8520.15.2014	2014-05-19			2014-06-03				LUBELSKIE	kraśnicki	Trzydnik Duży (gmina wiejska)			56	1.3. A	Rzeczyca Ziemiańska	23-230		808788	607072	
1022670	Nowa Kuźnia	aktywna	FŁ-VII-4010-673/A/08/09	2009-01-09			2009-01-23				łódzkie	zgierski	Stryków	ul.	Targowa	16		Stryków	95-010		959240	1020084	22659
1179040	Nowa II	aktywna	ŚlWIF.KA.8520.1.11.2012	2012-02-13							ŚLĄSKIE	Chorzów	Chorzów (gmina miejska)	ul.	Józefa Rymera	23		Chorzów	41-500		938887	2463011	19244
1003584	NOWA FARMACJA	aktywna	WIF-KI/Z/1/2010	2010-02-04			2010-02-18				świętokrzyskie	ostrowiecki	Ostrowiec Świętokrzyski	ul.	Iłżecka	22		OSTROWIEC ŚWIĘTOKRZYSKI	27-400		947308	2607011	6887
1060710	NOWA FARMACJA	aktywna	ŚLWIF.KA-4100-208/2009	2010-02-01			2010-02-01				śląskie	częstochowski	Częstochowa		KOPERNIKA	45		CZĘSTOCHOWA	42-217				
1195801	NOWA DUŻA	aktywna	FAKR-I.8520.1.139.2015	2015-10-12			2015-10-12				MAŁOPOLSKIE	oświęcimski	Kęty (miasto w gminie miejsko-wiejskiej)	ul.	Jana III Sobieskiego	19		Kęty	32-650		924365	1213044	20431
1188599	NOWA DOBRA	aktywna	FAKR-I.8520.1.85.2015	2015-06-16			2015-06-16				MAŁOPOLSKIE	wadowicki	Andrychów (miasto w gminie miejsko-wiejskiej)	ul.	Starowiejska	3		Andrychów	34-120	Andrychów	924023	1218014	20998
1206321	NOWA DLA ZDROWIA	aktywna	FAKR-I.8520.1.57.2016	2016-06-09			2016-06-09				MAŁOPOLSKIE	oświęcimski	Osiek (gmina wiejska)	ul.	Główna	219		Osiek	32-608	Osiek	63414	1213052	5635
1177377	NOWA APTEKA RODZINNA EPIDAUROS	aktywna	NFA.8520.1.18.2014	2014-09-15			2014-09-15				PODLASKIE	Łomża	Łomża (gmina miejska)	ul.	Księżnej Anny	29	1	Łomża	18-400	Łomża	957241	2062011	10250
1106943	Nowa Apteka M&T Schmidt	aktywna	FAOP-9211/A/17/99	1999-12-16			1999-12-30				opolskie	prudnicki	Głogówek	ul.	Mickiewicza	19		Głogówek	48-250		965281	1610024	12734
1047799	NOWA APTEKA IM.KRÓLOWEJ JADWIGI	aktywna	FAPO-I-9211-18 A/95	1995-08-21			1995-08-21				wielkopolskie	grodziski	Grodzisk Wielkopolski (miasto w gminie miejsko-wiejskiej)	ul.	Bukowska	10		Grodzisk Wielkopolski	62-065	GRODZISK WIELKOPOLSKI	970810	3005024	2396
1065824	NOWA APTEKA	aktywna	ŚLWIF.KA-8240-153/01/179/02/21/03-ZM	2003-03-01			2003-03-01				śląskie	mikołowski	Mikołów		ŻWIRKI I WIGURY	37		MIKOŁÓW	43-190		941286	2408021	26608
1117206	NOWA APTEKA	aktywna	774/2013	2013-06-18			2013-06-18				pomorskie	wejherowski	Szemud	ul.	Józefa Wybickiego	40		Bojano	84-207				
1198231	NOWA APTEKA	aktywna	921/2015	2015-11-16							POMORSKIE	wejherowski	Łęczyce (gmina wiejska)	ul.	Długa	42 B		Łęczyce	84-218		167272	2215082	3839
1123905	NOWA 1	aktywna	45/2013	2013-07-08			2013-07-22				wielkopolskie	złotowski	Lipka	ul.	IV DYWIZJI PIECHOTY	6C		LIPKA	77-420				
1002522	NOWA	aktywna	WIF-KI/Z/24/2005	2005-08-11			2005-08-25				świętokrzyskie	kazimierski	Kazimierza Wielka	ul.	Kolejowa	25A		KAZIMIERZA WIELKA	28-500		947076	2603034	8828
1004143	NOWA	aktywna	WIF-KI/Z/34/2011	2011-11-10			2011-11-24				świętokrzyskie	kazimierski	Kazimierza Wielka	ul.	Okrężna	7	3	KAZIMIERZA WIELKA	28-500		947076	2603034	14907
1017817	Nowa	aktywna	FŁ-VII-8240-316/A/04	2004-06-01			2004-06-15				ŁÓDZKIE	zgierski	Stryków (miasto w gminie miejsko-wiejskiej)	ul.	Kolejowa	13		Stryków	95-010		959240	1020084	8828
1029229	Nowa	aktywna	WIIF-GD/8240-Z-6/2001	2001-01-26			2001-01-26				POMORSKIE	nowodworski	Nowy Dwór Gdański (miasto w gminie miejsko-wiejskiej)	ul.	gen. Władysława Sikorskiego	24		Nowy Dwór Gdański	82-100		932880	2210024	19907
1039465	NOWA	aktywna	FAWM-A.Ż.-9211-43/1068/2001	2001-12-18			2001-12-18				WARMIŃSKO-MAZURSKIE	mrągowski	Mrągowo (gmina miejska)	ul.	Warszawska	45B		Mrągowo	11-700	Mrągowo	964896	2810011	23682
1039828	NOWA	aktywna	FAA.2544/A/91	1991-01-07			1991-01-07				WARMIŃSKO-MAZURSKIE	szczycieński	Szczytno (gmina miejska)	ul.	Solidarności	6		Szczytno	12-100	Szczytno	964991	2817011	20532
1041117	NOWA	aktywna	FAWM-A.Ż.-9211-15/729/2004	2004-09-10			2004-09-10				warmińsko-mazurskie	elbląski	Tolkmicko	ul.	Świętojańska	21		TOLKMICKO	82-340		933000	2804094	22548
1041450	NOWA	aktywna	WIF.OL-4020-17/08	2008-12-05			2008-12-05				WARMIŃSKO-MAZURSKIE	giżycki	Giżycko (gmina miejska)	ul.	Wodociągowa	15A		Giżycko	11-500	Giżycko	977692	2806011	24557
1046039	NOWA	aktywna	12/2010	2010-02-12			2010-02-12				WIELKOPOLSKIE	obornicki	Ryczywół (gmina wiejska)	ul.	Kolejowa	8		Ryczywół	64-630	RYCZYWÓŁ	529440	3016032	8828
1053616	NOWA	aktywna	FAA-359/A/89	1989-12-19			1990-01-18				wielkopolskie	kępiński	Kępno	ul.	KS. WAWRZYNIAKA	38		KĘPNO	63-600				
1053691	NOWA	aktywna	11/2006	2006-01-30			2006-02-13				wielkopolskie	krotoszyński	Krotoszyn	ul.	MICKIEWICZA	35		KROTOSZYN	63-700		936931	3012044	12734
1054292	NOWA	aktywna	L/23/A/96r	1996-04-29			1996-05-13				wielkopolskie	leszczyński	Włoszakowice (gmina wiejska)	pl.	21 Października	7		Włoszakowice	64-140	Włoszakowice	377756	3013072	30275
1061432	NOWA	aktywna	ŚLWIF.KA-4100-23/09	2009-04-23			2009-04-23				śląskie	Dąbrowa Górnicza	Dąbrowa Górnicza		KOZUBKA	1		DĄBROWA GÓRNICZA	42-530		939473	2465011	9747
1063595	NOWA	aktywna	ŚL.WIF.KA-8240-71/05	2005-06-06			2005-06-06				śląskie	Katowice	Katowice		BOYA - ŻELEŃSKIEGO	77		KATOWICE	40-750				
1065437	NOWA	aktywna	ŚLWIF.KA-4100-78/09-ZM	2009-05-27			2009-05-27				śląskie	lubliniecki	Lubliniec		PL. K. MAŃKI	6		LUBLINIEC	42-700				
1080160	NOWA	aktywna	FA.KR.8240-Z-432-21/2006	2006-03-14			2006-03-14				małopolskie	limanowski	Limanowa	ul.	Matki Boskiej Bolesnej	10		Limanowa	34-600		960510	1207011	12498
1080183	Nowa	aktywna	FAKR-I.8520.1.59.2012	2012-06-13			2012-06-13				małopolskie	limanowski	Laskowa			419		Laskowa	34-602				
1080194	Nowa	aktywna	FAKR-I.8520.1.52.2011	2011-09-01			2011-09-01				małopolskie	limanowski	Łukowica			533		Łukowica	34-606				
1087949	NOWA	aktywna	FAA/2762/A/91	1991-02-12			1991-02-27				MAZOWIECKIE	legionowski	Legionowo (gmina miejska)	ul.	Zwycięstwa	2		Legionowo	05-120	Legionowo	920806	1408011	26326
1097650	NOWA	aktywna	WIF.WA.4100/17/10	2010-02-26			2010-03-20				MAZOWIECKIE	siedlecki	Mordy (miasto w gminie miejsko-wiejskiej)	ul.	Kilińskiego	2		Mordy	08-140	Mordy	975747	1426054	8431
1102538	Nowa	aktywna	FATO-9211/16/A-72/98	1998-12-01			1998-12-15				kujawsko-pomorskie	golubsko-dobrzyński	Golub-Dobrzyń - miasto	ul.	Nowa	10A		Golub-Dobrzyń	87-400				
1104172	Nowa	aktywna	26/1/97 (FAWE-9211/6/97)	1997-01-16			1997-01-30				kujawsko-pomorskie	lipnowski	Lipno	ul.	Adama Mickiewicza	20		Lipno	87-600				
1104302	Nowa	aktywna	40/1/98 (FAWE-9211/4/98)	1998-01-19			1998-02-02				kujawsko-pomorskie	radziejowski	Piotrków Kujawski	ul.	1 Maja	18		Piotrków Kujawski	88-230				
1110816	NOWA	aktywna	FAKR-I.8520.1.8.2013	2013-02-05			2013-02-05				małopolskie	chrzanowski	Chrzanów	ul.	Legionów Polskich	1		Krzeszowice	32-065				
1110928	NOWA	aktywna	WIFOL.8520.5.2013	2013-02-05			2013-02-05				WARMIŃSKO-MAZURSKIE	Olsztyn	Olsztyn (gmina miejska)	ul.	Dąbrowszczaków	1		Olsztyn	10-538	Olsztyn	964465	2862011	3694
1111537	NOWA	aktywna	WIF.WA.II.8520.4.19.2013.DB	2013-02-27			2013-03-15				MAZOWIECKIE	Warszawa	Mokotów (dzielnica)	ul.	Przejazd	4		Warszawa	02-654	Warszawa	918130	1465058	17696
1114819	NOWA	aktywna	WIF.WA.II.8520.4.4.2013.DB	2013-04-24			2013-05-09				MAZOWIECKIE	Warszawa	Praga-Południe (dzielnica)	ul.	Ostrobramska	75C	0,03	Warszawa	04-175	Warszawa	918838	1465078	15378
1116729	NOWA	aktywna	WIF.WA.II.8520.4.57.2013.DB	2013-06-11			2013-06-26				MAZOWIECKIE	Warszawa	Targówek (dzielnica)	ul.	Ludwika Kondratowicza	11	U6	Warszawa	03-242	Warszawa	988827	1465118	9123
1124117	NOWA	aktywna	17/2013	2013-03-14			2013-03-28				WIELKOPOLSKIE	złotowski	Krajenka (miasto w gminie miejsko-wiejskiej)	ul.	Rynek	5		Krajenka	77-430	KRAJENKA	966932	3031034	19253
1126964	NOWA	aktywna	FAA/4537/A/91	1991-12-17			1991-12-17				dolnośląskie	wrocławski	Długołęka	ul.	Władysława Broniewskiego	1		Długołęka	55-090				
1130918	NOWA	aktywna	FAA/1932/A/90	1990-11-07			1990-11-07				dolnośląskie	Jelenia Góra	Jelenia Góra	ul.	Jana Kiepury	26		Jelenia Góra	58-506				
1132254	NOWA	aktywna	WIIF.WR-I-9211/34-Konc./299/00	2000-03-14			2000-03-14				dolnośląskie	złotoryjski	Złotoryja	ul.	Wojska Polskiego	4a		Złotoryja	59-500		954219	226021	24628
1133413	NOWA	aktywna	WIIF.WR-I-9211/26/Konc./208/99	1999-04-22			1999-04-22				dolnośląskie	kłodzki	Nowa Ruda	ul.	Teatralna	11		Nowa Ruda	57-400		984278	208041	22723
1134040	NOWA	aktywna	WIIF.WR.I-4000/11/zezw./20/07	2007-02-16			2007-02-16				dolnośląskie	kłodzki	Polanica-Zdrój	al.	Wojska Polskiego	3		Polanica-Zdrój	57-320		984522	208051	24623
1137592	NOWA	aktywna	WIF-WR-I.8520.1.79.2013	2013-12-17			2013-12-17				dolnośląskie	polkowicki	Polkowice	ul.	K.B. Kominka	6		Polkowice	59-100				
1138813	NOWA	aktywna	WIFG/8250/14/05	2005-04-26			2005-04-26				lubuskie	zielonogórski	Babimost	ul.	Polna	1B		Babimost	66-110		988342	809014	17011
1139312	NOWA	aktywna	FAGO/9211/K/14/99	1999-11-15			1999-11-15				lubuskie	słubicki	Słubice	ul.	Mickiewicza	21/2		Słubice	69-100		935736	805054	12734
1148173	NOWA	aktywna	tj. FAGO/9211/K/20/99 WIFG/8251/14/03	1999-12-31			1999-12-31				lubuskie	żarski	Jasień	ul.	XX-Lecia	20A		Jasień	68-320		988431	811044	25182
1149911	NOWA	aktywna	WIFG/8240/6/02	2002-06-01			2002-06-01				lubuskie	gorzowski	Kostrzyn nad Odrą	ul.	Wodna	6		Kostrzyn nad Odrą	66-470		935452	801011	24550
1152271	NOWA	aktywna	115	1998-09-07			1998-09-07				ZACHODNIOPOMORSKIE	stargardzki	Stargard Szczeciński (gmina miejska)	ul.	Mikołaja Reja	5A		Stargard Szczeciński	73-110	Stargard Szczeciński	979596	3214011	18565
1166121	NOWA	aktywna	WIFG.8520.1.19.2012.ACH	2012-12-14			2012-12-14				lubuskie	słubicki	Słubice	ul.	Chopina	7/4		Słubice	69-100		935736	805054	2844
1169142	NOWA	aktywna	307	2003-04-18							ZACHODNIOPOMORSKIE	stargardzki	Dobrzany (miasto w gminie miejsko-wiejskiej)	ul.	gen. Karola Świerczewskiego	24c		Dobrzany	73-130	Dobrzany	978875	3214034	22487
1189538	Nowa	aktywna	WIF-WR-I.8520.1.12.2015	2015-06-29			2015-06-29				DOLNOŚLĄSKIE	oleśnicki	Syców (miasto w gminie miejsko-wiejskiej)	ul.	Kaliska	5		Syców	56-500	Syców	937379	214074	7823
1192396	NOWA	aktywna	89/2014	2014-11-25			2014-12-09				WIELKOPOLSKIE	poznański	Swarzędz (miasto w gminie miejsko-wiejskiej)	ul.	Graniczna	55	2	Swarzędz	62-020	SWARZĘDZ	971502	3021164	6075
